journal,type,items,blogs,facebook,news,policies,twitter,wikipedia
CANADIAN JOURNAL OF FILM STUDIES-REVUE CANADIENNE D ETUDES CINEMATOGRAPHIQUES,bronze,15,0,0,0,0,1,0
JOURNAL OF STATISTICAL MECHANICS-THEORY AND EXPERIMENT,bronze,1,0,0,0,0,0,0
EUROPEAN JOURNAL OF PLANT PATHOLOGY,bronze,3,0,0,0,0,0,0
GRASSLAND SCIENCE,bronze,3,1,0,0,0,2,0
PALEONTOLOGICAL JOURNAL,bronze,1,0,0,0,0,0,1
JOURNAL OF AMBIENT INTELLIGENCE AND HUMANIZED COMPUTING,bronze,1,0,0,0,0,0,0
REVIEW OF EDUCATIONAL RESEARCH,bronze,3,0,0,0,1,2,0
JOURNAL OF THE INTERNATIONAL NEUROPSYCHOLOGICAL SOCIETY,bronze,42,5,18,8,0,33,1
TIJDSCHRIFT VOOR ECONOMISCHE EN SOCIALE GEOGRAFIE,bronze,3,0,0,0,0,3,0
INTERNATIONAL JOURNAL OF HISTORICAL ARCHAEOLOGY,bronze,2,0,0,0,0,2,0
ENERGY TECHNOLOGY,bronze,69,4,2,5,0,60,1
CLINICAL REVIEWS IN ALLERGY & IMMUNOLOGY,bronze,2,0,1,0,0,0,0
JOURNAL OF MEDICAL DEVICES-TRANSACTIONS OF THE ASME,bronze,5,0,0,0,0,2,0
ROCK MECHANICS AND ROCK ENGINEERING,bronze,10,0,0,0,0,0,0
PEDIATRIC NEPHROLOGY,bronze,47,1,3,2,0,34,0
BREASTFEEDING MEDICINE,bronze,55,4,23,11,0,41,1
HAEMOPHILIA,bronze,104,0,9,2,3,28,2
PSYCHIATRY AND CLINICAL NEUROSCIENCES,bronze,298,10,72,13,4,179,7
CHILDRENS GEOGRAPHIES,bronze,7,0,0,0,0,3,0
PEDIATRIC DIABETES,bronze,7,0,1,0,0,2,0
JOURNAL OF VECTOR ECOLOGY,bronze,233,9,20,6,8,112,6
Annual Review of Environment and Resources,bronze,3,1,1,2,0,3,0
AMERICAN JOURNAL OF MEDICAL GENETICS PART B-NEUROPSYCHIATRIC GENETICS,bronze,67,3,9,7,0,51,0
JAPANESE JOURNAL OF RADIOLOGY,bronze,30,0,1,0,0,14,4
STATISTICS AND ITS INTERFACE,bronze,55,0,0,0,1,1,0
ARCHITECTURAL THEORY REVIEW,bronze,2,0,0,0,0,2,1
JOURNAL OF HISTOTECHNOLOGY,bronze,2,0,0,0,0,1,0
BIOLOGY OF REPRODUCTION,bronze,1279,22,266,14,6,1013,20
STATISTICS IN BIOPHARMACEUTICAL RESEARCH,bronze,1,0,0,0,0,1,0
JAPANESE JOURNAL OF POLITICAL SCIENCE,bronze,13,0,2,0,0,12,1
PSYCHOLOGY HEALTH & MEDICINE,bronze,4,2,0,0,0,3,0
JOURNAL OF PEST SCIENCE,bronze,2,1,0,0,0,1,0
AGING CLINICAL AND EXPERIMENTAL RESEARCH,bronze,6,0,0,1,0,2,0
GEOGRAFISKA ANNALER SERIES A-PHYSICAL GEOGRAPHY,bronze,1,0,0,0,0,0,0
CHEMOSENSORY PERCEPTION,bronze,1,0,0,0,0,1,0
BIRD CONSERVATION INTERNATIONAL,bronze,98,5,22,4,4,63,10
GENETICS,bronze,1744,424,279,138,8,1396,87
JOURNAL OF WORLD PREHISTORY,bronze,1,0,0,0,0,0,0
REPRESENTATION THEORY,bronze,83,0,0,0,0,11,0
JOURNAL OF MECHANICAL DESIGN,bronze,18,0,0,0,0,7,0
JOURNAL OF MECHANICS,bronze,9,0,0,0,0,0,0
AMYOTROPHIC LATERAL SCLEROSIS AND FRONTOTEMPORAL DEGENERATION,bronze,25,2,4,4,0,21,1
MIKROBIYOLOJI BULTENI,bronze,203,0,1,0,0,32,0
ETHICS & INTERNATIONAL AFFAIRS,bronze,21,1,3,0,0,15,1
MMWR SURVEILLANCE SUMMARIES,bronze,7,6,7,6,1,7,1
REHABILITATION NURSING,bronze,16,2,4,1,0,9,0
REVISTA DE HISTORIA DA SOCIEDADE E DA CULTURA,bronze,107,0,1,0,0,0,0
INTERACTING WITH COMPUTERS,bronze,10,1,1,2,0,9,0
PHONETICA,bronze,12,0,1,0,0,4,0
FRACTALS-COMPLEX GEOMETRY PATTERNS AND SCALING IN NATURE AND SOCIETY,bronze,5,0,0,0,0,1,0
THEORY & PSYCHOLOGY,bronze,3,1,0,0,0,2,0
SYNAPSE,bronze,1,0,0,0,0,1,0
DRUGS-EDUCATION PREVENTION AND POLICY,bronze,10,1,3,3,0,8,0
VISUAL STUDIES,bronze,2,0,0,0,0,1,0
GERMAN POLITICS,bronze,1,0,1,0,0,0,0
INTERNATIONAL FINANCE,bronze,10,0,0,0,0,1,0
REVUE DE L ART,bronze,1,0,0,0,0,0,0
DIABETES CARE,bronze,973,105,536,549,51,921,22
JOURNAL OF ENDOCRINOLOGICAL INVESTIGATION,bronze,2,0,0,1,0,1,0
INTERNATIONAL JOURNAL OF SENSOR NETWORKS,bronze,1,0,0,0,0,0,0
JOURNAL OF PERINATAL MEDICINE,bronze,67,4,6,1,0,15,2
NIHON REOROJI GAKKAISHI,bronze,143,0,0,0,0,2,0
FOUNDATIONS OF SCIENCE,bronze,1,0,1,0,0,1,0
3D PRINTING AND ADDITIVE MANUFACTURING,bronze,11,3,5,7,0,11,0
JOURNAL OF ETHOLOGY,bronze,28,5,10,3,0,17,3
UNIVERSITY OF TORONTO QUARTERLY,bronze,1,0,0,0,0,0,0
ORGANIZATION,bronze,8,0,0,1,0,5,0
INTERNATIONAL JOURNAL OF SPEECH-LANGUAGE PATHOLOGY,bronze,15,3,0,2,2,12,0
CLINICAL HEMORHEOLOGY AND MICROCIRCULATION,bronze,2,0,0,0,0,1,0
INDOOR AND BUILT ENVIRONMENT,bronze,12,0,0,0,0,1,0
GREAT PLAINS QUARTERLY,bronze,3,0,0,0,0,2,0
NATURE REVIEWS DISEASE PRIMERS,bronze,4,2,4,1,0,4,1
JOURNAL OF MODERN OPTICS,bronze,14,0,2,1,0,10,0
GENETIC TESTING AND MOLECULAR BIOMARKERS,bronze,15,0,0,0,0,3,0
INTERNAL AND EMERGENCY MEDICINE,bronze,23,0,2,0,0,4,0
INTERNATIONAL JOURNAL OF HUMAN GENETICS,bronze,10,0,0,0,0,0,0
TURKISH JOURNAL OF PHYSICAL MEDICINE AND REHABILITATION,bronze,89,0,1,0,0,5,0
ECOLOGICAL ENTOMOLOGY,bronze,33,6,14,3,0,33,4
HUMAN SERVICE ORGANIZATIONS MANAGEMENT LEADERSHIP & GOVERNANCE,bronze,4,0,0,0,0,2,0
PROBIOTICS AND ANTIMICROBIAL PROTEINS,bronze,1,0,0,0,0,0,0
BRITISH EDUCATIONAL RESEARCH JOURNAL,bronze,4,0,0,0,0,4,0
WIRELESS COMMUNICATIONS & MOBILE COMPUTING,bronze,487,0,7,0,1,40,1
NEUROCASE,bronze,3,0,0,2,0,3,0
ENVIRONMENTAL SCIENCE & TECHNOLOGY,bronze,12,1,2,1,2,9,0
LIBRARY TRENDS,bronze,3,0,0,0,0,1,0
RA-REVISTA DE ARQUITECTURA,bronze,12,0,0,0,0,2,0
AMERICAN JOURNAL OF HEALTH PROMOTION,bronze,6,0,0,0,0,4,0
ARCHIVUM IMMUNOLOGIAE ET THERAPIAE EXPERIMENTALIS,bronze,39,1,4,2,1,24,0
POLYMERS FOR ADVANCED TECHNOLOGIES,bronze,1,0,0,1,0,0,0
INTERNATIONAL JOURNAL OF ROBOTICS RESEARCH,bronze,6,0,0,0,0,2,0
ARTHRITIS CARE & RESEARCH,bronze,926,42,248,229,52,596,12
NORDIC PULP & PAPER RESEARCH JOURNAL,bronze,2,0,0,0,0,0,0
BIOCONTROL SCIENCE AND TECHNOLOGY,bronze,4,1,0,0,0,2,0
CRITICAL REVIEWS IN CLINICAL LABORATORY SCIENCES,bronze,4,1,2,0,0,4,0
CURRENT SCIENCE,bronze,590,1,1,15,1,2,2
PROCEEDINGS OF THE JAPAN ACADEMY SERIES B-PHYSICAL AND BIOLOGICAL SCIENCES,bronze,241,8,14,11,0,74,8
INTERNATIONAL JOURNAL OF CANCER,bronze,2365,74,279,155,84,1202,48
STUDIES IN THE NOVEL,bronze,8,0,0,0,0,3,0
PEDIATRIC DERMATOLOGY,bronze,6,0,1,1,0,5,0
CHEMICAL ENGINEERING COMMUNICATIONS,bronze,1,0,0,0,0,0,0
PARTICLE & PARTICLE SYSTEMS CHARACTERIZATION,bronze,23,2,22,18,0,23,0
INTERNATIONAL JOURNAL OF OCCUPATIONAL AND ENVIRONMENTAL HEALTH,bronze,1,1,0,0,0,1,0
ENVIRONMETRICS,bronze,1,0,1,0,0,1,0
BULLETIN OF THE POLISH ACADEMY OF SCIENCES-TECHNICAL SCIENCES,bronze,222,0,0,0,0,1,0
OCCUPATIONAL MEDICINE-OXFORD,bronze,566,16,63,22,40,314,11
JOURNAL OF CLUSTER SCIENCE,bronze,8,0,1,0,0,1,0
JOURNAL OF ECOLOGY,bronze,502,168,235,36,10,449,15
HIPPOCAMPUS,bronze,5,0,0,0,0,1,0
JOURNAL OF PUBLIC HEALTH POLICY,bronze,8,1,5,1,2,6,0
SMALL BUSINESS ECONOMICS,bronze,5,0,0,0,0,1,0
HELGOLAND MARINE RESEARCH,bronze,190,8,2,3,1,21,4
JOURNAL OF MEDICAL SCREENING,bronze,61,6,4,7,3,22,0
TOHOKU JOURNAL OF EXPERIMENTAL MEDICINE,bronze,792,4,30,11,7,174,4
SCANDINAVIAN CARDIOVASCULAR JOURNAL,bronze,12,0,0,0,0,2,0
PUNISHMENT & SOCIETY-INTERNATIONAL JOURNAL OF PENOLOGY,bronze,1,0,0,0,0,1,0
SOMATOSENSORY AND MOTOR RESEARCH,bronze,3,0,0,1,0,1,0
JOURNAL OF THE JAPANESE SOCIETY FOR HORTICULTURAL SCIENCE,bronze,124,0,9,0,0,15,0
POLYMER COMPOSITES,bronze,1,0,0,0,0,0,0
COMMUNICATIONS IN CONTEMPORARY MATHEMATICS,bronze,2,0,0,0,0,0,0
SOCIAL PSYCHOLOGICAL AND PERSONALITY SCIENCE,bronze,6,2,1,2,0,6,1
Annual Review of Plant Biology,bronze,3,0,1,0,0,3,0
CHEMICAL AND PROCESS ENGINEERING-INZYNIERIA CHEMICZNA I PROCESOWA,bronze,89,0,0,0,0,0,0
NATURE ENERGY,bronze,3,3,1,2,0,3,0
SUPERCONDUCTOR SCIENCE & TECHNOLOGY,bronze,5,0,0,0,0,2,1
PSYCHOLOGY OF WOMEN QUARTERLY,bronze,11,5,4,3,1,9,1
JOURNAL OF SUBSTANCE USE,bronze,1,0,0,0,0,1,0
FEBS JOURNAL,bronze,1376,46,123,34,4,1106,56
JOURNAL OF POULTRY SCIENCE,bronze,333,1,7,2,1,7,0
PROBABILITY IN THE ENGINEERING AND INFORMATIONAL SCIENCES,bronze,15,0,0,0,0,3,0
TOPICS IN EARLY CHILDHOOD SPECIAL EDUCATION,bronze,3,0,0,0,0,2,0
DEVELOPMENTAL DYNAMICS,bronze,497,13,27,29,0,263,7
CELLULOSE,bronze,5,0,0,0,0,0,0
BOTANY LETTERS,bronze,3,0,1,0,0,2,0
CONTEMPORARY SECURITY POLICY,bronze,3,0,0,0,0,3,0
RSC ADVANCES,bronze,5,0,0,0,0,1,0
WRITTEN COMMUNICATION,bronze,3,0,0,0,0,2,0
DIABETOLOGIA,bronze,1248,92,224,169,29,865,18
PEDIATRIC HEMATOLOGY AND ONCOLOGY,bronze,3,0,0,0,0,1,0
ZOOTAXA,bronze,1008,148,122,45,7,394,150
CLINICAL CASE STUDIES,bronze,4,0,0,0,0,1,0
STATISTICS,bronze,2,0,0,0,0,1,0
NATURE CATALYSIS,bronze,1,0,1,1,0,1,0
INTERNATIONAL JOURNAL OF FOOD SCIENCES AND NUTRITION,bronze,1,0,1,0,0,0,0
HEALTH EXPECTATIONS,bronze,308,12,26,12,29,185,3
SOUTH ASIA-JOURNAL OF SOUTH ASIAN STUDIES,bronze,3,0,3,0,0,3,1
AFRICAN AMERICAN REVIEW,bronze,3,0,0,0,0,1,0
INTERNATIONAL ARCHIVES OF OCCUPATIONAL AND ENVIRONMENTAL HEALTH,bronze,1,0,0,0,0,0,0
CANADIAN JOURNAL OF ANESTHESIA-JOURNAL CANADIEN D ANESTHESIE,bronze,499,13,77,15,4,354,4
JOURNAL OF GAMBLING STUDIES,bronze,12,0,1,2,7,8,1
TRAFFIC,bronze,356,9,40,10,0,236,14
Annual Review of Political Science,bronze,2,1,0,0,0,2,0
INFECTION,bronze,3,1,2,0,0,3,0
JOURNAL OF RELIGION & HEALTH,bronze,1,0,0,0,0,0,0
IMAGO MUNDI-THE INTERNATIONAL JOURNAL FOR THE HISTORY OF CARTOGRAPHY,bronze,2,0,1,0,0,1,0
LITERARY IMAGINATION,bronze,7,0,0,0,0,3,0
PROSTHETICS AND ORTHOTICS INTERNATIONAL,bronze,84,2,43,1,0,33,0
LEISURE SCIENCES,bronze,1,0,0,0,0,1,0
ARCHIVE FOR THE PSYCHOLOGY OF RELIGION-ARCHIV FUR RELIGIONSPSYCHOLOGIE,bronze,3,0,0,0,0,1,0
JOURNAL OF SOUTHERN HEMISPHERE EARTH SYSTEMS SCIENCE,bronze,22,0,0,0,1,0,0
BRITISH JOURNAL OF NEUROSURGERY,bronze,2,0,0,0,0,0,0
HEPATOLOGY,bronze,1358,79,391,153,77,1000,25
ANATOMICAL RECORD-ADVANCES IN INTEGRATIVE ANATOMY AND EVOLUTIONARY BIOLOGY,bronze,761,55,163,34,0,256,43
PAEDIATRICS & CHILD HEALTH,bronze,275,6,7,7,5,45,0
JOURNAL OF APPLIED PHILOSOPHY,bronze,6,0,1,1,0,5,0
EUROPEAN JOURNAL OF THE HISTORY OF ECONOMIC THOUGHT,bronze,5,0,0,0,0,5,0
SOCIAL WORK IN HEALTH CARE,bronze,1,0,0,0,0,0,0
BETON- UND STAHLBETONBAU,bronze,1,0,0,0,0,0,0
BRITISH JOURNAL OF NUTRITION,bronze,2495,259,773,377,84,1507,42
JOURNAL OF ADVERTISING,bronze,12,0,0,2,0,5,0
VISUAL COMMUNICATION,bronze,3,0,0,0,0,0,0
JOURNAL OF THE SCIENCE OF FOOD AND AGRICULTURE,bronze,2,0,0,0,0,0,0
GROUP DECISION AND NEGOTIATION,bronze,5,0,0,0,0,0,0
PROTOPLASMA,bronze,2,1,0,0,0,1,0
HORTICULTURE JOURNAL,bronze,210,0,198,0,2,143,4
KIDNEY INTERNATIONAL,bronze,1,0,0,1,0,1,0
INTERNATIONAL JOURNAL ON ARTIFICIAL INTELLIGENCE TOOLS,bronze,1,0,0,0,0,0,0
JOURNAL OF EUROPEAN PUBLIC POLICY,bronze,14,6,1,1,1,14,0
AMERICAN JOURNAL OF MEDICAL QUALITY,bronze,6,0,2,0,0,6,0
JOURNAL OF RESEARCH IN MEDICAL SCIENCES,bronze,1,0,0,0,0,0,0
ARCHIVES OF ACOUSTICS,bronze,122,0,0,0,0,0,0
ECOLOGY OF FOOD AND NUTRITION,bronze,1,0,1,0,0,1,0
INTERNATIONAL JOURNAL OF PUBLIC HEALTH,bronze,4,1,4,0,0,4,0
AUSTRALIAN JOURNAL OF INTERNATIONAL AFFAIRS,bronze,3,0,0,0,0,3,0
ITINERARIO-INTERNATIONAL JOURNAL ON THE HISTORY OF EUROPEAN EXPANSION AND GLOBAL INTERACTION,bronze,7,0,2,0,0,3,0
JOURNAL OF VETERINARY DIAGNOSTIC INVESTIGATION,bronze,320,3,25,4,2,154,4
AGRONOMY JOURNAL,bronze,266,5,16,17,4,127,1
JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES,bronze,510,75,53,38,5,257,4
CANCER GENOMICS & PROTEOMICS,bronze,99,0,2,2,0,35,0
INTERNATIONAL JOURNAL OF GLOBAL WARMING,bronze,26,0,0,0,2,1,0
LUTS-LOWER URINARY TRACT SYMPTOMS,bronze,22,0,0,0,0,4,0
NEUROSURGERY,bronze,284,14,63,41,6,157,2
AMERICAN JOURNAL OF INTERNATIONAL LAW,bronze,10,3,2,0,0,5,0
TURKISH JOURNAL OF VETERINARY & ANIMAL SCIENCES,bronze,588,0,0,0,1,1,0
PHARMACOTHERAPY,bronze,6,0,0,0,0,2,0
JOURNAL OF INTERNATIONAL DISPUTE SETTLEMENT,bronze,15,0,0,0,0,3,0
JOURNAL OF LAPAROENDOSCOPIC & ADVANCED SURGICAL TECHNIQUES,bronze,9,0,0,0,0,1,0
INTERNATIONAL SURGERY,bronze,246,1,65,1,5,95,0
COPD-JOURNAL OF CHRONIC OBSTRUCTIVE PULMONARY DISEASE,bronze,7,0,1,0,0,3,0
ELECTROPHORESIS,bronze,7,0,0,0,0,3,0
INTERNATIONAL JOURNAL OF ENERGY RESEARCH,bronze,5,1,2,0,0,1,0
MIDDLE EASTERN STUDIES,bronze,2,0,0,0,0,1,0
JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,bronze,524,16,64,18,3,281,11
MEDICAL & BIOLOGICAL ENGINEERING & COMPUTING,bronze,1,0,0,0,0,1,0
BULLETIN OF ENTOMOLOGICAL RESEARCH,bronze,3,0,0,0,0,1,0
MECHANICS OF SOLIDS,bronze,1,0,0,0,0,0,0
HOLOCENE,bronze,17,1,3,0,0,11,0
RELIGIOUS STUDIES REVIEW,bronze,2,0,0,0,0,0,0
STEEL RESEARCH INTERNATIONAL,bronze,14,0,2,2,0,3,0
AFRICAN STUDIES REVIEW,bronze,26,0,1,0,1,9,0
AKTUELLE RHEUMATOLOGIE,bronze,121,0,0,0,0,1,0
EARLY MUSIC HISTORY,bronze,10,0,0,0,0,4,0
DIAGNOSTIC CYTOPATHOLOGY,bronze,2,0,0,1,0,0,0
ECONOMIC INQUIRY,bronze,21,3,1,3,3,9,1
DIX-NEUF,bronze,2,1,0,0,0,0,0
BUILDING SIMULATION,bronze,2,0,0,0,0,2,0
JEWISH HISTORY,bronze,1,0,0,0,0,0,0
EDUCATIONAL STUDIES IN MATHEMATICS,bronze,1,1,0,0,0,1,0
SIMULATION-TRANSACTIONS OF THE SOCIETY FOR MODELING AND SIMULATION INTERNATIONAL,bronze,18,0,1,1,0,13,0
VECTOR-BORNE AND ZOONOTIC DISEASES,bronze,42,6,8,4,1,26,0
LAVAL THEOLOGIQUE ET PHILOSOPHIQUE,bronze,104,0,2,0,0,4,0
CHINESE JOURNAL OF INTERNATIONAL LAW,bronze,20,1,1,0,0,13,0
HEALTH,bronze,3,2,1,0,0,3,0
INSTRUMENTS AND EXPERIMENTAL TECHNIQUES,bronze,1,0,0,0,0,0,0
CURRENT OPTICS AND PHOTONICS,bronze,23,0,0,0,0,0,0
URBAN STUDIES,bronze,12,2,0,0,0,12,0
KOBUNSHI RONBUNSHU,bronze,16,0,2,0,0,3,0
INSECT MOLECULAR BIOLOGY,bronze,8,0,1,0,1,5,0
JOURNAL OF LANDSCAPE ARCHITECTURE,bronze,2,1,0,0,0,1,0
JOURNAL OF GENDER STUDIES,bronze,5,0,1,0,0,5,0
FRONTIERS IN ECOLOGY AND THE ENVIRONMENT,bronze,80,34,25,26,8,67,7
BIOSCIENCE BIOTECHNOLOGY AND BIOCHEMISTRY,bronze,752,4,21,1,0,126,7
COGNITIVE SCIENCE,bronze,221,16,69,19,2,145,10
JOURNAL OF COMPUTING AND INFORMATION SCIENCE IN ENGINEERING,bronze,8,0,0,0,0,1,0
LANGENBECKS ARCHIVES OF SURGERY,bronze,2,0,0,0,0,1,0
PRAGUE ECONOMIC PAPERS,bronze,233,0,0,0,0,1,0
NAN NU-MEN WOMEN AND GENDER IN CHINA,bronze,1,0,0,0,0,0,0
PHYSICA STATUS SOLIDI A-APPLICATIONS AND MATERIALS SCIENCE,bronze,38,0,0,21,0,1,0
JOURNAL OF POWER ELECTRONICS,bronze,762,0,0,1,0,1,0
CELLULAR & MOLECULAR IMMUNOLOGY,bronze,334,9,25,104,2,220,5
CLINICAL INFECTIOUS DISEASES,bronze,2580,359,986,564,346,2235,76
JOURNAL OF INDUSTRIAL TEXTILES,bronze,2,0,0,0,0,0,0
ENVIRONMENTAL ENTOMOLOGY,bronze,74,6,7,1,0,57,0
EMERGING MATERIALS RESEARCH,bronze,6,0,0,0,0,1,0
SIGMOD RECORD,bronze,3,0,0,0,0,1,0
NEW ZEALAND GEOGRAPHER,bronze,6,0,0,0,1,2,0
TRANSPORT REVIEWS,bronze,6,0,1,0,1,5,0
THEATER,bronze,2,0,0,0,0,0,0
JOURNAL OF APPLIED POLYMER SCIENCE,bronze,88,3,22,10,0,65,2
NORDIC PSYCHOLOGY,bronze,1,0,0,0,0,0,0
CLINICAL & TRANSLATIONAL ONCOLOGY,bronze,10,0,2,0,0,8,0
DEVELOPMENT AND PSYCHOPATHOLOGY,bronze,21,1,6,2,4,14,1
JOURNAL OF OBSTETRICS AND GYNAECOLOGY,bronze,5,0,0,0,1,2,0
ETHNOMUSICOLOGY FORUM,bronze,3,0,1,0,0,0,0
ACTA NEUROPATHOLOGICA,bronze,4,1,2,4,1,3,1
JOURNAL OF THE CERAMIC SOCIETY OF JAPAN,bronze,1274,0,2,2,0,10,3
CYTA-JOURNAL OF FOOD,bronze,99,1,3,1,0,10,2
EPIDEMIOLOGY AND INFECTION,bronze,455,11,22,19,17,242,0
ANTIPODE,bronze,27,3,8,0,1,22,1
MIND & LANGUAGE,bronze,1,1,0,0,0,1,0
SOCIAL POLITICS,bronze,19,7,2,2,0,18,1
HIGH ALTITUDE MEDICINE & BIOLOGY,bronze,16,1,5,3,0,14,0
EUROPEAN JOURNAL OF GENERAL PRACTICE,bronze,44,0,3,0,0,38,0
JOURNAL OF MICRO-NANOLITHOGRAPHY MEMS AND MOEMS,bronze,12,0,2,0,0,2,0
EAST EUROPEAN JEWISH AFFAIRS,bronze,1,0,0,0,0,0,0
ANNALS OF ONCOLOGY,bronze,2167,115,344,312,195,1641,51
SIAM JOURNAL ON CONTROL AND OPTIMIZATION,bronze,1,0,0,1,0,0,0
PAPERS IN REGIONAL SCIENCE,bronze,3,0,1,0,1,1,0
ROFO-FORTSCHRITTE AUF DEM GEBIET DER RONTGENSTRAHLEN UND DER BILDGEBENDEN VERFAHREN,bronze,402,1,5,4,4,59,1
SOCIAL FORCES,bronze,20,10,1,5,2,16,1
ASYMPTOTIC ANALYSIS,bronze,5,0,0,0,0,0,0
HELICOBACTER,bronze,40,1,3,0,1,13,0
CONGENITAL ANOMALIES,bronze,114,1,5,3,1,32,1
INTERNATIONAL ENTREPRENEURSHIP AND MANAGEMENT JOURNAL,bronze,1,0,0,0,0,0,0
GLIA,bronze,26,3,11,2,0,16,1
SOCIAL DYNAMICS-A JOURNAL OF AFRICAN STUDIES,bronze,4,0,0,2,0,3,0
JOURNAL OF AFRICAN ECONOMIES,bronze,22,4,2,0,5,19,0
ACTA GEOPHYSICA,bronze,165,0,0,0,0,4,0
JOURNAL OF MEDICAL IMAGING AND RADIATION ONCOLOGY,bronze,97,1,9,9,1,40,0
MEDICAL PHYSICS,bronze,288,5,20,8,1,146,3
JOURNAL OF GEOPHYSICAL RESEARCH-SOLID EARTH,bronze,1368,59,66,55,14,308,31
PHARMACOEPIDEMIOLOGY AND DRUG SAFETY,bronze,51,3,5,4,7,18,0
CANCER SCIENCE,bronze,334,4,15,3,7,84,8
EUROPEAN HEART JOURNAL-CARDIOVASCULAR PHARMACOTHERAPY,bronze,2,0,0,0,0,2,0
AMERICAN JOURNAL ON ADDICTIONS,bronze,11,3,1,0,0,6,1
QUEEN MARY JOURNAL OF INTELLECTUAL PROPERTY,bronze,18,1,0,0,0,6,0
ENDOCRINE JOURNAL,bronze,783,5,24,6,3,130,4
JOURNAL OF REPRODUCTIVE AND INFANT PSYCHOLOGY,bronze,2,0,0,0,0,2,0
JOURNAL OF CREATIVE BEHAVIOR,bronze,1,0,0,0,0,1,0
HORMONES & CANCER,bronze,14,0,0,0,0,3,1
SECURITY STUDIES,bronze,2,0,1,0,0,2,0
ACM TRANSACTIONS ON MATHEMATICAL SOFTWARE,bronze,8,0,0,0,0,2,1
THERAPEUTIC ADVANCES IN NEUROLOGICAL DISORDERS,bronze,65,9,12,13,4,42,5
BASIC RESEARCH IN CARDIOLOGY,bronze,2,0,0,0,0,0,0
JOURNAL OF IBERIAN GEOLOGY,bronze,84,1,3,0,0,9,4
INTERNATIONAL JOURNAL OF IMPOTENCE RESEARCH,bronze,89,5,13,9,1,46,3
OUD HOLLAND,bronze,1,0,0,0,0,0,0
SOLVENT EXTRACTION RESEARCH AND DEVELOPMENT-JAPAN,bronze,113,0,0,0,0,0,0
AIR QUALITY ATMOSPHERE AND HEALTH,bronze,1,0,0,0,0,1,0
PLANT BIOTECHNOLOGY REPORTS,bronze,1,0,0,0,0,0,0
GEOGRAPHICAL ANALYSIS,bronze,1,0,0,0,0,1,0
HUMAN RIGHTS QUARTERLY,bronze,1,0,0,0,0,1,0
JOURNAL OF APPLIED ELECTROCHEMISTRY,bronze,1,0,0,0,0,0,0
JOURNALISM STUDIES,bronze,9,7,9,2,0,7,0
GRANA,bronze,26,2,1,1,0,3,4
JOURNAL OF MATHEMATICAL LOGIC,bronze,2,0,0,0,0,0,0
ANNALS OF BEHAVIORAL MEDICINE,bronze,38,4,12,3,3,34,0
ADVANCES IN APPLIED MATHEMATICS AND MECHANICS,bronze,1,0,0,0,0,0,0
SCIENCE PROGRESS,bronze,7,0,6,0,0,6,0
JOURNAL OF TEACHING IN PHYSICAL EDUCATION,bronze,2,0,0,0,0,1,0
REVISTA ESPANOLA DE INVESTIGACIONES SOCIOLOGICAS,bronze,103,0,0,2,0,5,0
AUSTRALIAN JOURNAL OF POLITICAL SCIENCE,bronze,1,1,0,0,0,1,0
GLASGOW MATHEMATICAL JOURNAL,bronze,131,0,0,0,0,0,0
JOURNAL OF THE PHYSICAL SOCIETY OF JAPAN,bronze,73,0,0,0,0,3,1
CIRCULATION-HEART FAILURE,bronze,637,31,175,59,38,390,7
JOURNAL OF RAMAN SPECTROSCOPY,bronze,5,0,1,0,0,2,0
COMMUNICATIONS IN STATISTICS-THEORY AND METHODS,bronze,2,0,0,0,0,1,0
JOURNAL OF GENERAL PSYCHOLOGY,bronze,1,0,0,0,0,1,0
SYSTEMIC PRACTICE AND ACTION RESEARCH,bronze,1,0,0,0,0,1,0
PSYCHOTHERAPY RESEARCH,bronze,2,1,2,1,0,1,0
BULLETIN OF THE VETERINARY INSTITUTE IN PULAWY,bronze,147,0,3,0,0,2,0
APPLIED SPECTROSCOPY,bronze,32,1,0,0,0,8,4
JOURNAL OF VETERINARY MEDICAL SCIENCE,bronze,1976,11,67,11,6,1130,8
ANALYTICAL CHEMISTRY,bronze,3,0,0,0,0,1,0
CLINICAL CANCER RESEARCH,bronze,3644,233,689,430,67,3425,97
SURGICAL INFECTIONS,bronze,35,0,1,4,3,14,0
JOURNAL OF HUAZHONG UNIVERSITY OF SCIENCE AND TECHNOLOGY-MEDICAL SCIENCES,bronze,1,0,0,0,0,0,0
ADVANCES IN POLYMER TECHNOLOGY,bronze,25,0,0,0,0,2,0
TELECOMMUNICATION SYSTEMS,bronze,21,0,0,0,0,0,0
INTERNATIONAL JOURNAL OF UNCERTAINTY FUZZINESS AND KNOWLEDGE-BASED SYSTEMS,bronze,7,0,0,0,0,0,0
CHROMOSOME RESEARCH,bronze,52,3,3,2,0,18,5
DIABETES-METABOLISM RESEARCH AND REVIEWS,bronze,93,7,26,2,3,59,0
OPTICS AND SPECTROSCOPY,bronze,1,0,0,0,0,0,0
JOURNAL OF HELLENIC STUDIES,bronze,15,0,0,0,0,3,0
STUDIES IN CONFLICT & TERRORISM,bronze,4,0,0,0,0,4,0
AUSTRALIAN JOURNAL OF EARTH SCIENCES,bronze,6,0,0,0,0,1,0
