journal,items,total,blogs,facebook,news,policies,twitter,wikipedia
BLOOD,5530,4283,312,1125,627,167,4094,219
JOURNAL OF THEORETICAL BIOLOGY,2918,1427,96,139,59,11,1343,56
FORUM FOR MODERN LANGUAGE STUDIES,206,35,0,4,0,0,31,4
AUTOIMMUNITY REVIEWS,1020,707,30,213,27,16,630,52
JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY,9569,3619,282,641,403,53,3164,136
JOURNAL OF WINE ECONOMICS,15,4,0,0,1,0,3,0
JOURNAL OF DYNAMICS AND DIFFERENTIAL EQUATIONS,383,39,1,2,0,0,38,0
MARINE BIOTECHNOLOGY,456,190,9,9,4,0,171,6
IDEALISTIC STUDIES,111,1,0,0,0,0,1,0
ACOUSTICAL PHYSICS,631,7,1,1,0,1,5,0
PUBLIC HEALTH ETHICS,191,150,29,35,14,16,139,4
IET ELECTRIC POWER APPLICATIONS,696,47,0,2,2,0,41,3
CLINICAL RADIOLOGY,1523,637,8,67,29,18,593,17
ORIGINS OF LIFE AND EVOLUTION OF BIOSPHERES,253,137,19,16,13,0,127,9
JOURNAL OF PHARMACOKINETICS AND PHARMACODYNAMICS,348,100,3,6,0,2,94,2
JOURNAL OF PEDIATRIC ENDOCRINOLOGY & METABOLISM,1374,260,11,46,10,2,224,8
JAHRBUCH FUR INTERNATIONALE GERMANISTIK,15,1,0,0,0,0,1,0
JOURNAL OF MODERN GREEK STUDIES,81,13,0,1,1,1,8,3
THERAPEUTIC ADVANCES IN CHRONIC DISEASE,25,12,0,1,2,0,11,0
LEADERSHIP QUARTERLY,428,326,45,50,76,14,311,17
INTERNATIONAL JOURNAL OF CLINICAL PRACTICE,956,548,42,85,46,52,502,24
AMERICAN JOURNAL OF POLITICAL SCIENCE,460,450,196,70,132,24,443,37
ADULT EDUCATION QUARTERLY,126,110,0,18,1,2,110,2
JOURNAL OF PUBLIC HEALTH,813,746,142,165,98,89,713,10
NATURAL PRODUCT RESEARCH,3084,653,10,77,17,1,569,31
SCOTTISH JOURNAL OF THEOLOGY,159,60,0,1,1,0,60,0
ARCHIVE FOR MATHEMATICAL LOGIC,360,52,3,1,0,1,47,2
JOURNAL OF FUTURES MARKETS,394,95,0,4,1,2,92,1
IEEE TRANSACTIONS ON AUTOMATIC CONTROL,3012,219,3,13,5,2,197,10
GLOBAL PUBLIC HEALTH,672,488,89,99,37,42,444,15
JOURNAL OF SEXUAL AGGRESSION,172,134,1,15,8,20,120,5
ENERGY STRATEGY REVIEWS,258,96,8,22,8,12,81,3
IMMUNOPHARMACOLOGY AND IMMUNOTOXICOLOGY,525,164,8,24,4,2,144,3
CHINESE JOURNAL OF POLYMER SCIENCE,1066,11,0,2,1,0,9,0
PEDIATRIC DENTISTRY,8,3,0,2,0,0,2,3
ACM TRANSACTIONS ON ASIAN AND LOW-RESOURCE LANGUAGE INFORMATION PROCESSING,109,16,0,0,0,0,16,0
TOUNG PAO,82,10,2,1,0,0,7,2
JOURNAL OF PARASITOLOGY,928,572,21,72,32,6,533,43
SPECTROSCOPY-AN INTERNATIONAL JOURNAL,61,11,0,0,0,0,11,0
JOURNAL OF MAGNETIC RESONANCE IMAGING,2440,937,17,90,39,8,899,15
GLOBAL HEALTH PROMOTION,251,201,7,19,3,18,193,1
JOURNAL OF FUEL CELL SCIENCE AND TECHNOLOGY,254,0,0,0,0,0,0,0
SCIENCE AND PUBLIC POLICY,455,363,25,56,13,32,351,5
FEMS MICROBIOLOGY REVIEWS,332,297,57,72,27,15,280,45
SLEEP MEDICINE,1587,1422,81,726,189,28,1365,16
ANALYST,5391,1881,50,190,156,6,1690,46
MILITARY PSYCHOLOGY,295,77,5,6,5,5,65,1
JOURNAL OF PSYCHOLINGUISTIC RESEARCH,402,120,2,18,2,1,108,4
CRITICAL CRIMINOLOGY,218,158,9,11,8,4,147,4
JOURNAL OF ORTHOPAEDIC & SPORTS PHYSICAL THERAPY,651,617,54,481,40,10,614,5
ARCHIVES OF BIOLOGICAL SCIENCES,972,4,0,0,0,1,0,3
IEEE MICRO,236,94,2,3,2,0,91,3
RESPIROLOGY,1112,958,44,234,101,62,924,12
SOCIAL NEUROSCIENCE,389,335,82,60,46,2,328,10
RESEARCH IN ORGANIZATIONAL BEHAVIOR,58,41,5,6,13,3,37,2
OCEANOLOGIA,291,37,6,5,3,1,33,0
JOURNAL OF COMPUTER INFORMATION SYSTEMS,201,21,0,0,0,1,18,3
CURRENT SIGNAL TRANSDUCTION THERAPY,35,0,0,0,0,0,0,0
NEAR EASTERN ARCHAEOLOGY,205,37,22,7,6,0,19,4
AUSTRALIAN METEOROLOGICAL AND OCEANOGRAPHIC JOURNAL,94,9,0,0,0,9,0,0
IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS,1836,660,6,42,3,1,629,12
OUTLOOK ON AGRICULTURE,245,51,4,6,3,6,41,0
HISTORICAL RECORDS OF AUSTRALIAN SCIENCE,75,27,0,8,3,0,22,6
INFORMATION ECONOMICS AND POLICY,171,54,10,3,7,8,46,2
REVISTA DE PSICOLOGIA SOCIAL,173,34,1,6,3,2,26,0
JOURNAL OF ARTIFICIAL ORGANS,450,86,1,17,5,2,74,0
JOURNAL OF MEDICAL BIOCHEMISTRY,301,23,0,3,2,0,19,0
OCCUPATIONAL AND ENVIRONMENTAL MEDICINE,836,733,68,400,134,159,676,13
FOUNDATIONS AND TRENDS IN INFORMATION RETRIEVAL,22,15,1,2,1,0,12,3
ADICCIONES,114,12,0,2,1,0,9,3
MANAGEMENT OF BIOLOGICAL INVASIONS,184,20,2,2,3,3,8,5
TRENDS IN HEARING,223,124,2,25,4,1,118,9
SYSTEMATIC BIOLOGY,511,469,106,92,26,4,454,73
INTERNATIONAL JOURNAL OF NURSING STUDIES,1161,942,35,308,59,87,901,7
ULTRASOUND IN MEDICINE AND BIOLOGY,1959,460,9,112,15,10,410,8
JOURNAL OF ARCHITECTURAL CONSERVATION,95,28,0,2,0,0,26,1
JOURNAL OF OPTIMIZATION THEORY AND APPLICATIONS,1428,61,1,9,0,0,52,8
JOURNAL OF AMERICAN CULTURE,11,2,1,1,0,0,0,0
JOURNAL OF COMMUTATIVE ALGEBRA,195,13,0,0,0,0,12,1
CLINICAL MEDICINE,599,154,6,9,9,14,136,9
POLISH JOURNAL OF VETERINARY SCIENCES,792,91,1,3,0,1,88,1
JOURNAL OF NONLINEAR OPTICAL PHYSICS & MATERIALS,358,9,0,1,0,0,8,0
JOURNAL OF KOREAN NEUROSURGICAL SOCIETY,1066,132,8,21,7,6,104,4
NEUROCIRUGIA,276,49,1,12,0,0,46,0
PHYSICAL REVIEW APPLIED,1621,1111,57,81,113,0,1083,16
EDUCATION FINANCE AND POLICY,144,107,17,9,25,17,102,2
JOURNAL OF HEMATOLOGY & ONCOLOGY,776,441,31,46,43,4,402,22
JOURNAL OF MOLECULAR MICROBIOLOGY AND BIOTECHNOLOGY,261,98,6,6,2,0,87,6
IEEE DESIGN & TEST,272,26,0,1,3,0,19,3
LYMPHATIC RESEARCH AND BIOLOGY,250,76,0,27,5,1,61,3
SPINE JOURNAL,1772,1349,35,242,264,41,1284,11
SEMINARS IN ARTHRITIS AND RHEUMATISM,708,402,23,144,82,29,349,16
MASS COMMUNICATION AND SOCIETY,266,166,24,22,24,4,152,10
LANGUAGE AND COGNITION,23,18,2,1,3,0,18,0
AMERICAN SPEECH,138,41,5,11,4,0,27,6
JOURNAL OF MORAL PHILOSOPHY,194,27,3,6,1,1,21,1
PACIFIC AFFAIRS,149,50,2,7,1,7,37,5
Annual Review of Ecology Evolution and Systematics,174,158,38,26,34,9,151,21
SOCIAL RESEARCH,29,0,0,0,0,0,0,0
JOURNAL OF THE AMERICAN ACADEMY OF RELIGION,252,118,4,32,3,0,104,6
INTERNATIONAL JOURNAL OF MACHINE TOOLS & MANUFACTURE,665,21,0,2,3,1,14,1
JOURNAL OF RISK RESEARCH,535,163,9,21,23,29,133,2
NUMERICAL FUNCTIONAL ANALYSIS AND OPTIMIZATION,573,10,0,0,0,0,10,0
ARCHIVES OF COMPUTATIONAL METHODS IN ENGINEERING,156,22,0,1,0,2,19,4
BMJ-BRITISH MEDICAL JOURNAL,1636,1631,1122,1389,1033,230,1630,270
REVUE D ECONOMIE POLITIQUE,173,8,1,0,1,1,5,1
CURRENT TOPICS IN MICROBIOLOGY AND IMMUNOLOGY,746,343,14,29,20,3,315,19
JOURNAL OF HUMAN DEVELOPMENT AND CAPABILITIES,207,72,3,6,4,9,63,2
BIODIVERSITY DATA JOURNAL,316,315,45,270,48,0,310,29
EIGHTEENTH-CENTURY FICTION,158,49,0,6,0,0,45,4
CESIFO ECONOMIC STUDIES,196,83,9,5,6,14,70,2
RESEARCH IN DEVELOPMENTAL DISABILITIES,1971,1417,85,533,49,81,1228,17
EUROPEAN JOURNAL OF APPLIED MATHEMATICS,259,84,1,4,0,0,81,0
CRYOBIOLOGY,789,199,18,41,9,1,166,8
JOURNAL OF PLANT BIOCHEMISTRY AND BIOTECHNOLOGY,378,23,3,11,1,0,14,2
JOURNAL OF INTELLIGENT INFORMATION SYSTEMS,335,34,0,2,0,0,31,2
LANGUAGE RESOURCES AND EVALUATION,250,116,2,16,1,0,113,0
CANADIAN RESPIRATORY JOURNAL,410,98,2,15,8,6,87,2
JOURNAL OF AFRICAN HISTORY,136,54,2,5,2,0,46,6
MATHEMATICS AND FINANCIAL ECONOMICS,134,12,0,0,1,0,10,1
IMMUNITY & AGEING,195,143,29,21,18,2,135,3
SIAM JOURNAL ON MATHEMATICAL ANALYSIS,1112,103,5,2,2,0,100,1
IEEE TRANSACTIONS ON DIELECTRICS AND ELECTRICAL INSULATION,2338,29,0,6,0,0,23,0
BABEL-REVUE INTERNATIONALE DE LA TRADUCTION-INTERNATIONAL JOURNAL OF TRANSLATION,209,15,0,3,0,0,13,0
EXCEPTIONAL CHILDREN,155,88,9,36,13,6,78,1
CURRENT APPLIED PHYSICS,2187,72,5,13,4,2,54,2
PLANTA MEDICA,1283,396,21,103,48,5,334,20
MACHINING SCIENCE AND TECHNOLOGY,239,3,0,0,0,0,3,0
LARYNGOSCOPE,3798,2242,51,387,87,43,2117,68
JOURNAL OF GENERAL AND APPLIED MICROBIOLOGY,284,81,2,3,0,0,78,2
JOURNAL OF LEADERSHIP & ORGANIZATIONAL STUDIES,233,155,11,14,14,1,152,2
JOURNAL OF THE ACADEMY OF NUTRITION AND DIETETICS,1084,761,130,294,233,64,709,24
AMERICAN JOURNAL OF PREVENTIVE MEDICINE,1899,1573,416,697,536,283,1466,48
CLINICAL NEUROPSYCHOLOGIST,536,243,11,48,31,11,204,2
MARINE AND FRESHWATER BEHAVIOUR AND PHYSIOLOGY,238,52,12,14,3,0,38,2
JOURNAL OF AMERICAN COLLEGE HEALTH,498,285,11,82,33,21,250,4
JOURNAL OF PHARMACEUTICAL INNOVATION,205,16,1,2,0,0,14,1
SOCIAL PSYCHOLOGY OF EDUCATION,295,206,6,120,10,13,197,6
HYDROGEOLOGY JOURNAL,959,278,11,26,11,9,250,4
BULLETIN OF THE ATOMIC SCIENTISTS,364,315,69,142,92,23,309,38
CHEMISTRY OF MATERIALS,6127,2620,124,228,194,0,2423,59
SCHOOL EFFECTIVENESS AND SCHOOL IMPROVEMENT,189,102,3,13,11,19,85,1
PATTERN ANALYSIS AND APPLICATIONS,449,27,0,3,0,0,25,0
ANNALES SCIENTIFIQUES DE L ECOLE NORMALE SUPERIEURE,61,4,0,0,0,0,4,0
JAMA CARDIOLOGY,355,355,127,348,298,15,355,10
JOURNAL OF INTELLIGENT MATERIAL SYSTEMS AND STRUCTURES,1452,49,0,6,3,0,33,9
JOURNAL FOR THE STUDY OF THE NEW TESTAMENT,165,100,2,6,1,1,100,2
CERAMICS INTERNATIONAL,15085,329,3,50,25,2,254,9
SEMINARS IN SPEECH AND LANGUAGE,209,103,11,26,8,1,85,2
CANADIAN WATER RESOURCES JOURNAL,195,52,1,5,4,3,48,1
PEER-TO-PEER NETWORKING AND APPLICATIONS,485,19,0,2,0,1,16,2
CONTEMPORARY FAMILY THERAPY,178,49,1,8,0,2,42,1
EUROPEAN JOURNAL FOR PHILOSOPHY OF RELIGION,32,0,0,0,0,0,0,0
ANTHROPOLOGICAL SCIENCE,118,40,11,9,4,0,31,10
JOURNAL OF POROUS MEDIA,512,1,0,1,0,0,0,0
STUDIES IN FRENCH CINEMA,114,8,0,2,0,0,6,0
THEORETICAL COMPUTER SCIENCE,2911,402,3,10,2,1,363,32
PLANT ECOLOGY & DIVERSITY,353,131,11,13,4,0,120,4
BMC ECOLOGY,278,233,74,43,37,2,225,11
MYCOSPHERE,590,20,1,3,0,1,2,15
IEEE TRANSACTIONS ON FUZZY SYSTEMS,1088,44,1,9,3,0,33,5
JOURNAL OF CARDIOVASCULAR ELECTROPHYSIOLOGY,1248,488,12,48,99,24,399,5
SCIENTIFIC REPORTS,80502,56131,6368,10759,8616,251,53711,1852
NUTRITION IN CLINICAL PRACTICE,652,609,21,379,32,21,594,11
GLOBAL NEST JOURNAL,73,2,0,1,0,0,1,0
INTERNATIONAL JOURNAL OF MENTAL HEALTH NURSING,536,500,30,109,13,24,497,4
AATCC REVIEW,48,0,0,0,0,0,0,0
CLINICAL LIPIDOLOGY,207,69,2,5,2,1,66,2
SURVEY REVIEW,335,13,0,1,2,0,10,1
PHYSICAL REVIEW LETTERS,20347,16235,2844,2655,3387,8,15457,646
JOURNAL OF MOLECULAR CELL BIOLOGY,283,176,17,20,9,0,165,6
SEMINARS IN ROENTGENOLOGY,224,24,0,2,1,1,17,4
ONCOGENESIS,463,306,5,62,10,0,295,4
DIFFERENCES-A JOURNAL OF FEMINIST CULTURAL STUDIES,140,74,19,9,2,1,49,31
BMC HEALTH SERVICES RESEARCH,4788,3442,332,540,185,179,3258,35
OBSTETRICAL & GYNECOLOGICAL SURVEY,253,199,3,80,12,7,197,10
HORMONES AND BEHAVIOR,1130,823,119,162,116,18,767,39
GLADIUS,58,9,7,1,0,0,3,0
FRONTIERS IN MOLECULAR NEUROSCIENCE,1382,1229,33,155,126,0,1215,22
HERITAGE SCIENCE,82,53,8,24,4,0,49,2
CRITICISM-A QUARTERLY FOR LITERATURE AND THE ARTS,125,10,0,2,0,0,7,2
GENESIS,503,295,10,48,25,0,274,17
MATRIX BIOLOGY,534,275,9,29,8,0,261,15
LAW PROBABILITY & RISK,113,38,3,0,2,2,36,0
PRION,356,161,11,35,26,7,140,3
POLICY SCIENCES,163,106,8,9,8,20,92,8
SOUTH AFRICAN JOURNAL OF PSYCHIATRY,163,43,2,1,3,0,42,0
LAEKNABLADID,69,6,0,2,0,0,4,0
JOURNAL OF VESTIBULAR RESEARCH-EQUILIBRIUM & ORIENTATION,191,92,6,14,2,0,86,2
EXPERIMENTAL DIABETES RESEARCH,169,71,3,16,6,0,63,1
SAINS MALAYSIANA,757,2,1,0,1,0,1,1
CROSS-CULTURAL RESEARCH,141,92,4,12,7,1,89,3
ENVIRONMENT AND URBANIZATION,239,176,27,60,37,43,155,18
GEOGRAPHICAL RESEARCH,238,195,6,25,19,23,186,4
ACS SUSTAINABLE CHEMISTRY & ENGINEERING,4908,1173,55,141,124,8,1025,34
JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART A-TOXIC/HAZARDOUS SUBSTANCES & ENVIRONMENTAL ENGINEERING,1251,192,6,20,8,11,165,4
MATHEMATICAL RESEARCH LETTERS,331,32,0,1,1,0,29,1
ANNALS OF MATHEMATICS,323,73,11,4,13,0,35,33
ACTA MICROBIOLOGICA ET IMMUNOLOGICA HUNGARICA,270,107,5,8,0,0,102,1
MOVEMENT DISORDERS,1615,1235,95,228,278,18,1168,38
JOURNAL OF INVERTEBRATE PATHOLOGY,947,436,27,47,20,6,391,33
CURRENT THERAPEUTIC RESEARCH-CLINICAL AND EXPERIMENTAL,17,2,0,0,0,0,2,0
PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-ENERGY,123,35,1,4,0,1,31,1
MEDICAL IMAGE ANALYSIS,762,264,7,52,19,2,227,6
IEEE TRANSACTIONS ON INDUSTRIAL INFORMATICS,1778,77,1,8,3,2,64,4
JOURNAL OF CONTEMPORARY HISTORY,259,168,3,27,9,1,150,12
APPLIED SOIL ECOLOGY,1463,390,109,53,23,6,259,5
BIOLOGICAL BULLETIN,280,68,8,11,8,1,53,6
JOURNAL OF APPLIED ANIMAL WELFARE SCIENCE,219,134,28,60,30,0,122,3
APPLIED RESEARCH IN QUALITY OF LIFE,342,103,9,19,15,6,86,10
SIGNAL IMAGE AND VIDEO PROCESSING,1108,24,3,2,1,0,17,3
INTERNATIONAL JOURNAL OF APPLIED GLASS SCIENCE,301,27,0,7,2,1,16,2
ANNALES DE CHIMIE-SCIENCE DES MATERIAUX,59,2,0,0,0,0,2,0
ANNALS OF NEUROLOGY,1224,1080,255,477,365,37,1006,55
NEWSLETTERS ON STRATIGRAPHY,109,23,3,3,1,0,19,0
JOURNAL OF MANAGEMENT INQUIRY,272,184,20,14,17,1,176,3
JOURNAL OF THE AMERICAN MEDICAL DIRECTORS ASSOCIATION,1231,920,50,200,138,82,864,5
CHINA JOURNAL,93,46,5,3,7,4,40,1
INVERSE PROBLEMS IN SCIENCE AND ENGINEERING,547,21,1,0,0,1,20,0
DISCRETE APPLIED MATHEMATICS,2426,554,7,5,1,0,542,6
OSTEOPOROSIS INTERNATIONAL,2187,1547,63,367,162,58,1501,20
IRISH JOURNAL OF AGRICULTURAL AND FOOD RESEARCH,54,16,0,0,1,0,16,0
ECONOMIC GEOLOGY,516,67,3,24,3,4,42,8
ANTHROPOLOGICAL QUARTERLY,198,90,6,36,2,2,58,3
JOURNAL OF MANAGED CARE PHARMACY,106,11,0,1,1,8,1,1
MOLECULAR IMAGING,273,49,0,2,14,0,39,0
JOURNAL OF BIOMECHANICAL ENGINEERING-TRANSACTIONS OF THE ASME,1066,212,4,31,5,1,197,2
HEREDITAS,131,57,3,7,2,0,52,4
PSYCHOLOGY AND AGING,635,315,45,34,59,17,272,15
NEW PERSPECTIVES ON TURKEY,56,19,0,1,0,1,18,1
INTERNATIONAL JOURNAL OF PHILOSOPHICAL STUDIES,227,41,0,9,0,0,34,2
NEUROLOGY-NEUROIMMUNOLOGY & NEUROINFLAMMATION,27,25,5,20,7,0,24,2
WORLD JOURNAL OF EMERGENCY SURGERY,370,257,20,46,19,1,246,8
BIOFACTORS,407,273,29,59,21,1,256,6
FEMINIST THEORY,128,99,12,18,4,1,88,6
IRANIAN STUDIES,278,109,0,26,1,1,88,21
EUROPEAN JOURNAL OF ORTHODONTICS,674,262,64,127,3,4,147,9
PSYCHOLOGY OF VIOLENCE,322,186,17,17,22,28,157,10
INFORMATION AND SOFTWARE TECHNOLOGY,847,405,4,28,1,0,391,9
DNA AND CELL BIOLOGY,857,317,10,21,19,1,298,9
INTERNATIONAL REVIEW OF PSYCHIATRY,415,271,37,41,30,22,253,10
ADVANCES IN EXPERIMENTAL MEDICINE AND BIOLOGY,6151,2106,76,236,98,8,1922,79
AFRICAN ENTOMOLOGY,407,100,21,8,3,1,78,5
JOURNAL OF FINANCE,468,383,41,22,60,65,361,11
CROSS CULTURAL & STRATEGIC MANAGEMENT,99,50,1,32,0,0,48,1
PLANNING PERSPECTIVES,204,85,1,33,0,3,63,9
JOURNAL OF OCEANOGRAPHY,388,63,21,6,4,3,37,3
JOURNAL OF ECONOMICS,271,16,0,1,1,1,12,2
FRONTIERS IN VETERINARY SCIENCE,667,659,38,116,35,3,659,9
OPHTHALMOLOGICA,449,161,0,4,4,12,150,2
GESTION Y POLITICA PUBLICA,1,0,0,0,0,0,0,0
ADVANCES IN LIFE COURSE RESEARCH,187,100,5,18,5,9,88,3
ACCIDENT ANALYSIS AND PREVENTION,2422,1805,96,137,254,152,1694,17
ADVANCES IN PHYSICAL ORGANIC CHEMISTRY,26,5,0,0,0,0,4,1
TARGETED ONCOLOGY,376,226,5,20,8,7,215,4
BIOINSPIRED BIOMIMETIC AND NANOBIOMATERIALS,157,17,0,1,1,0,17,0
JOURNAL OF SYMPLECTIC GEOMETRY,120,11,0,0,0,0,11,0
ACTA GEODYNAMICA ET GEOMATERIALIA,153,1,1,0,0,0,0,0
ALLELOPATHY JOURNAL,106,0,0,0,0,0,0,0
JOURNAL OF INTEGRATIVE NEUROSCIENCE,253,55,1,9,4,0,48,0
JOURNAL OF VASCULAR SURGERY-VENOUS AND LYMPHATIC DISORDERS,360,134,2,45,6,19,106,4
FOOD BIOSCIENCE,224,19,2,9,3,0,11,1
AGRICULTURE ECOSYSTEMS & ENVIRONMENT,2343,1008,147,181,108,150,812,17
DIFFERENTIAL GEOMETRY AND ITS APPLICATIONS,563,88,4,11,0,0,84,2
CANCER GENE THERAPY,489,318,7,38,128,2,278,5
MATERIALS TODAY COMMUNICATIONS,60,3,0,0,1,0,3,0
JOURNAL OF MACROECONOMICS,583,111,9,7,8,16,85,5
JOURNAL OF EMERGENCY MEDICINE,2513,1397,328,334,79,46,1249,43
BRIEFINGS IN FUNCTIONAL GENOMICS,316,235,24,27,8,0,226,8
AQUATIC LIVING RESOURCES,202,66,1,4,2,7,56,3
HOMEOPATHY,235,213,23,144,13,1,210,3
QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY,1142,623,49,66,45,3,604,14
NANOSCALE,13352,3144,186,446,350,6,2728,89
JOURNAL OF BIOCHEMICAL AND MOLECULAR TOXICOLOGY,590,115,1,14,2,4,104,2
BAUPHYSIK,291,6,0,0,0,0,6,0
MARINE GEOLOGY,1067,370,36,52,21,10,325,20
CONTEMPORARY PSYCHOANALYSIS,190,31,1,14,4,0,23,2
JOURNAL OF CRUSTACEAN BIOLOGY,613,123,13,25,11,0,82,36
MOLLUSCAN RESEARCH,165,55,3,8,5,1,25,36
INTERNATIONAL JOURNAL OF BILINGUAL EDUCATION AND BILINGUALISM,332,87,8,16,8,9,70,4
PURINERGIC SIGNALLING,348,132,5,15,7,0,112,9
POLITICAL SCIENCE QUARTERLY,149,84,10,6,14,0,76,4
BIOMOLECULES & THERAPEUTICS,539,122,3,19,12,1,109,5
HERALD OF THE RUSSIAN ACADEMY OF SCIENCES,395,16,3,2,2,0,10,2
JOURNAL OF ORTHOPAEDIC SURGERY,718,123,0,11,2,4,114,0
TARGET-INTERNATIONAL JOURNAL OF TRANSLATION STUDIES,121,10,0,1,0,0,8,1
CANADIAN PUBLIC ADMINISTRATION-ADMINISTRATION PUBLIQUE DU CANADA,204,166,5,5,5,7,163,5
APPLIED LINGUISTICS,224,152,6,28,5,3,145,5
AUTOMATICA,3090,331,1,19,5,0,310,10
EUROPEAN ZOOLOGICAL JOURNAL,92,22,0,6,2,0,17,0
ESTUDIOS GEOLOGICOS-MADRID,120,17,7,2,0,0,10,4
OBESITY FACTS,356,214,17,65,24,3,204,0
INTERNATIONAL JOURNAL OF COMPUTATIONAL GEOMETRY & APPLICATIONS,48,3,0,0,0,0,3,0
CRETACEOUS RESEARCH,1261,822,81,270,87,0,536,558
CELLULAR AND MOLECULAR BIOENGINEERING,310,223,4,158,2,0,217,1
OZONE-SCIENCE & ENGINEERING,365,13,0,5,0,1,9,0
JOURNAL OF SCIENTIFIC COMPUTING,1255,101,3,4,0,0,95,3
CLINICAL CHILD AND FAMILY PSYCHOLOGY REVIEW,157,122,14,22,14,19,105,13
DIALECTICAL ANTHROPOLOGY,51,17,4,3,1,1,14,0
CORPORATE SOCIAL RESPONSIBILITY AND ENVIRONMENTAL MANAGEMENT,294,55,3,2,5,5,43,1
ACTIVE LEARNING IN HIGHER EDUCATION,115,92,3,9,4,1,92,4
LANGUAGE SCIENCES,423,124,6,14,1,0,112,5
POLITICAL SCIENCE,72,52,2,14,4,6,47,1
QUARTERLY JOURNAL OF MATHEMATICS,412,110,1,54,0,0,60,1
JOURNAL OF HORTICULTURAL SCIENCE & BIOTECHNOLOGY,629,408,1,382,0,2,406,3
MOLECULAR MEDICINE,551,211,11,16,27,1,191,14
INTERNATIONAL JOURNAL OF CONSUMER STUDIES,556,319,14,14,14,9,308,4
CENTRAL EUROPEAN JOURNAL OF BIOLOGY,367,56,0,48,1,0,11,3
JOURNAL OF GEOPHYSICAL RESEARCH-SPACE PHYSICS,5198,1077,151,204,151,5,845,43
ECOSYSTEM SERVICES,782,505,36,102,28,90,469,6
NUCLEAR PHYSICS A,2085,1235,10,176,3,0,1195,8
CAHIERS DE NUTRITION ET DE DIETETIQUE,89,10,0,2,2,0,7,0
STAT,60,19,2,6,0,0,19,0
JOURNAL OF ISRAELI HISTORY,76,17,0,4,0,0,13,3
RUSSIAN JOURNAL OF PHYSICAL CHEMISTRY A,2937,10,0,1,1,0,8,1
MATERIALS TESTING,905,2,0,0,0,0,1,1
ADSORPTION SCIENCE & TECHNOLOGY,480,25,0,3,0,0,23,0
JOURNAL OF HYDROLOGIC ENGINEERING,1129,75,2,8,3,2,61,5
ROMANCE PHILOLOGY,106,0,0,0,0,0,0,0
JOURNAL OF VIBRATION ENGINEERING & TECHNOLOGIES,48,0,0,0,0,0,0,0
EASTERN MEDITERRANEAN HEALTH JOURNAL,343,11,0,0,0,4,7,0
SEN-I GAKKAISHI,155,1,0,0,0,0,1,0
COMPARATIVE DRAMA,105,7,0,0,0,0,4,3
MUSIC PERCEPTION,240,107,11,19,18,1,90,6
ACTA ASTRONOMICA,42,22,13,3,0,0,19,0
BMC BIOPHYSICS,83,53,7,7,3,0,52,2
BMC BIOCHEMISTRY,163,77,3,10,0,0,68,3
INTERNATIONAL JOURNAL OF OLDER PEOPLE NURSING,45,45,0,6,3,1,45,0
PHYSIOLOGICAL ENTOMOLOGY,290,187,4,21,2,1,182,6
JOURNAL OF PHYSICS B-ATOMIC MOLECULAR AND OPTICAL PHYSICS,2794,1910,18,118,23,0,1876,14
REJUVENATION RESEARCH,365,201,43,65,27,1,168,11
STAHLBAU,734,3,0,1,0,0,2,0
DYNAMICS OF PARTIAL DIFFERENTIAL EQUATIONS,69,1,0,0,0,0,1,0
PHLEBOLOGIE,71,3,0,0,0,3,0,0
DERMATOLOGIC THERAPY,548,233,5,41,11,4,218,15
COMPUTER AIDED GEOMETRIC DESIGN,416,34,0,1,0,0,30,4
TRANSLATION REVIEW,103,15,0,3,1,0,13,0
CRITICON,6,0,0,0,0,0,0,0
ENGLISH FOR SPECIFIC PURPOSES,177,74,1,11,6,0,67,1
COMBINATORIAL CHEMISTRY & HIGH THROUGHPUT SCREENING,540,37,0,1,3,1,31,1
DIOGENES,95,10,1,0,1,0,8,2
EASTERN EUROPEAN ECONOMICS,177,16,0,3,1,1,14,0
SUSTAINABLE CITIES AND SOCIETY,1217,215,5,26,12,36,157,7
MIDDLE EASTERN LITERATURES,106,15,0,1,0,0,13,2
PHRONESIS-A JOURNAL FOR ANCIENT PHILOSOPHY,108,14,2,4,0,0,7,2
FRONTIERS IN MICROBIOLOGY,10702,8539,1279,832,382,39,8335,280
Annual Review of Cancer Biology-Series,46,21,3,5,1,0,20,0
JOURNAL OF MEDICAL GENETICS,759,698,381,396,49,11,608,55
ETUDES LITTERAIRES,127,2,0,0,0,0,2,0
REVUE DE METALLURGIE-CAHIERS D INFORMATIONS TECHNIQUES,77,1,0,0,0,0,1,0
JOURNAL OF ESSENTIAL OIL RESEARCH,463,30,1,8,1,0,21,1
CURRENT NEUROLOGY AND NEUROSCIENCE REPORTS,671,424,26,66,70,5,378,32
CLINICAL IMMUNOLOGY,1047,584,27,64,24,4,549,16
FOOD SCIENCE AND BIOTECHNOLOGY,1803,111,4,21,6,0,89,2
BIOMECHANICS AND MODELING IN MECHANOBIOLOGY,750,163,2,18,12,2,147,4
PEDIATRIC SURGERY INTERNATIONAL,1318,496,11,49,3,7,465,6
