journal,journal_if,year
PULMONARY PHARMACOLOGY & THERAPEUTICS,2.543,2012
SOCIAL PSYCHOLOGY QUARTERLY,2.543,2012
CURRENT PROBLEMS IN CARDIOLOGY,2.542,2012
APPETITE,2.541,2012
World Mycotoxin Journal,2.541,2012
ENERGY ECONOMICS,2.538,2012
HEARING RESEARCH,2.537,2012
BMC Medical Genetics,2.536,2012
AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE,2.534,2012
JOURNAL OF ANDROLOGY,2.532,2012
NEUROSURGERY,2.532,2012
MARINE POLLUTION BULLETIN,2.531,2012
IMF Economic Review,2.529,2012
ANNALS OF STATISTICS,2.528,2012
Innovative Food Science & Emerging Technologies,2.528,2012
JOURNAL OF PHYSICS D-APPLIED PHYSICS,2.528,2012
JOURNAL OF CATARACT AND REFRACTIVE SURGERY,2.527,2012
JOURNAL OF ANXIETY DISORDERS,2.524,2012
Nanoscale Research Letters,2.524,2012
CEMENT & CONCRETE COMPOSITES,2.523,2012
REVIEW OF GENERAL PSYCHOLOGY,2.523,2012
PEPTIDES,2.522,2012
EUROPEAN JOURNAL OF PERSONALITY,2.521,2012
Aeolian Research,2.52,2012
CYTOKINE,2.518,2012
International Journal of Endocrinology,2.518,2012
MELANOMA RESEARCH,2.518,2012
ORGANIC GEOCHEMISTRY,2.518,2012
TUMOR BIOLOGY,2.518,2012
NUCLEAR MEDICINE AND BIOLOGY,2.517,2012
AMERICAN JOURNAL OF SURGERY,2.516,2012
BMC Pregnancy and Childbirth,2.516,2012
EUROPEAN JOURNAL OF PUBLIC HEALTH,2.516,2012
EUROPEAN JOURNAL OF PUBLIC HEALTH,2.516,2012
FOLIA PARASITOLOGICA,2.515,2012
PLASMA SOURCES SCIENCE & TECHNOLOGY,2.515,2012
CARIES RESEARCH,2.514,2012
CATHETERIZATION AND CARDIOVASCULAR INTERVENTIONS,2.514,2012
OBSTETRICAL & GYNECOLOGICAL SURVEY,2.514,2012
EUROPEAN JOURNAL OF RADIOLOGY,2.512,2012
COMMUNICATIONS OF THE ACM,2.511,2012
Food and Environmental Virology,2.511,2012
BIOLOGICAL INVASIONS,2.509,2012
PLANT CELL REPORTS,2.509,2012
RAPID COMMUNICATIONS IN MASS SPECTROMETRY,2.509,2012
Science of Advanced Materials,2.509,2012
Viruses-Basel,2.509,2012
MOLECULAR BIOLOGY REPORTS,2.506,2012
BIOLOGY AND FERTILITY OF SOILS,2.505,2012
REACTIVE & FUNCTIONAL POLYMERS,2.505,2012
AGRICULTURAL SYSTEMS,2.504,2012
JOURNAL OF CHEMICAL TECHNOLOGY AND BIOTECHNOLOGY,2.504,2012
SYNTHESIS-STUTTGART,2.5,2012
JOURNAL OF CRITICAL CARE,2.498,2012
HYDROLOGICAL PROCESSES,2.497,2012
CALCIFIED TISSUE INTERNATIONAL,2.495,2012
MICROSCOPY AND MICROANALYSIS,2.495,2012
AICHE JOURNAL,2.493,2012
ECONOMIC GEOLOGY,2.493,2012
CULTURAL ANTHROPOLOGY,2.49,2012
EARTH SURFACE PROCESSES AND LANDFORMS,2.49,2012
INTERNATIONAL ORGANIZATION,2.49,2012
ARTHROPOD STRUCTURE & DEVELOPMENT,2.488,2012
LETHAIA,2.488,2012
JOURNAL OF CHROMATOGRAPHY B-ANALYTICAL TECHNOLOGIES IN THE BIOMEDICAL AND LIFE SCIENCES,2.487,2012
Neurosurgical Focus,2.487,2012
JOURNAL OF PARENTERAL AND ENTERAL NUTRITION,2.486,2012
APPLIED AND COMPUTATIONAL HARMONIC ANALYSIS,2.485,2012
WASTE MANAGEMENT,2.485,2012
CELL STRESS & CHAPERONES,2.484,2012
IEEE ROBOTICS & AUTOMATION MAGAZINE,2.484,2012
CANADIAN JOURNAL OF PSYCHIATRY-REVUE CANADIENNE DE PSYCHIATRIE,2.483,2012
CANADIAN JOURNAL OF PSYCHIATRY-REVUE CANADIENNE DE PSYCHIATRIE,2.483,2012
EXPERT OPINION ON EMERGING DRUGS,2.483,2012
RESEARCH IN DEVELOPMENTAL DISABILITIES,2.483,2012
AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY,2.481,2012
AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY,2.481,2012
Frontiers in Computational Neuroscience,2.481,2012
PHYTOCHEMICAL ANALYSIS,2.48,2012
ANNALS OF EPIDEMIOLOGY,2.479,2012
JOURNAL OF VISION,2.479,2012
PROGRESS OF THEORETICAL PHYSICS,2.479,2012
Advances in Heterocyclic Chemistry,2.478,2012
JOURNAL OF MEMBRANE BIOLOGY,2.478,2012
NICOTINE & TOBACCO RESEARCH,2.477,2012
NICOTINE & TOBACCO RESEARCH,2.477,2012
JOURNAL OF PHYSIOLOGY AND PHARMACOLOGY,2.476,2012
CURRENT GENOMICS,2.475,2012
JOURNAL OF CHEMICAL NEUROANATOMY,2.475,2012
ACTA NEUROLOGICA SCANDINAVICA,2.474,2012
FIELD CROPS RESEARCH,2.474,2012
JOURNAL OF REFRACTIVE SURGERY,2.474,2012
FUNCTIONAL PLANT BIOLOGY,2.471,2012
INTERNATIONAL JOURNAL OF THERMAL SCIENCES,2.47,2012
ULTRAMICROSCOPY,2.47,2012
Chemical Biology & Drug Design,2.469,2012
INDUSTRIAL CROPS AND PRODUCTS,2.468,2012
MARINE BIOLOGY,2.468,2012
INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,2.464,2012
Plant Genome,2.463,2012
FEMS YEAST RESEARCH,2.462,2012
JOURNAL OF CHEMICAL ECOLOGY,2.462,2012
IEEE Transactions on Services Computing,2.46,2012
AMERICAN JOURNAL OF PRIMATOLOGY,2.459,2012
PAIN MEDICINE,2.459,2012
JOURNAL OF BIOMEDICAL SCIENCE,2.458,2012
BOREAS,2.457,2012
Current Opinion in Virology,2.457,2012
INFLAMMATION,2.457,2012
PHYSIOLOGICAL AND BIOCHEMICAL ZOOLOGY,2.456,2012
PSYCHIATRY RESEARCH,2.456,2012
PSYCHIATRY RESEARCH,2.456,2012
JOURNAL OF THE AMERICAN ACADEMY OF ORTHOPAEDIC SURGEONS,2.455,2012
LASERS IN SURGERY AND MEDICINE,2.455,2012
PLANT DISEASE,2.455,2012
ULTRASOUND IN MEDICINE AND BIOLOGY,2.455,2012
POSTHARVEST BIOLOGY AND TECHNOLOGY,2.454,2012
JOURNAL OF MUSCULOSKELETAL & NEURONAL INTERACTIONS,2.453,2012
CONTRIBUTIONS TO ZOOLOGY,2.452,2012
JOURNAL OF SPORT & EXERCISE PSYCHOLOGY,2.452,2012
JOURNAL OF SPORT & EXERCISE PSYCHOLOGY,2.452,2012
CLINICAL BIOCHEMISTRY,2.45,2012
AMERICAN JOURNAL OF SPEECH-LANGUAGE PATHOLOGY,2.448,2012
AMERICAN JOURNAL OF SPEECH-LANGUAGE PATHOLOGY,2.448,2012
MICROBES AND ENVIRONMENTS,2.444,2012
INFECTION,2.44,2012
JOURNAL OF CLINICAL PATHOLOGY,2.439,2012
JOURNAL OF COMPUTATIONAL NEUROSCIENCE,2.439,2012
PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF JAPAN,2.439,2012
Forensic Science Medicine and Pathology,2.438,2012
Journal of Neuropsychology,2.438,2012
Journal of Neuropsychology,2.438,2012
Progress in Optics,2.438,2012
PEDIATRIC ANESTHESIA,2.436,2012
JOURNAL OF PLANKTON RESEARCH,2.435,2012
ENERGY JOURNAL,2.434,2012
ENERGY JOURNAL,2.434,2012
GOLD BULLETIN,2.434,2012
JOURNAL OF VASCULAR RESEARCH,2.434,2012
Epigenomics,2.433,2012
Expert Review of Medical Devices,2.433,2012
COMPUTATIONAL MECHANICS,2.432,2012
ANTIPODE,2.43,2012
ASSESSMENT,2.43,2012
BUILDING AND ENVIRONMENT,2.43,2012
FOOD QUALITY AND PREFERENCE,2.43,2012
Journal of Ovarian Research,2.429,2012
NEWSLETTERS ON STRATIGRAPHY,2.429,2012
MOLECULES,2.428,2012
BIOSTATISTICS,2.427,2012
IEEE TRANSACTIONS ON ENERGY CONVERSION,2.427,2012
INTERNATIONAL JOURNAL OF CLINICAL PRACTICE,2.427,2012
GEOFORUM,2.425,2012
Plasmonics,2.425,2012
RIVER RESEARCH AND APPLICATIONS,2.425,2012
UROLOGY,2.424,2012
VETERINARY JOURNAL,2.424,2012
Journal of Ethnobiology and Ethnomedicine,2.423,2012
CURRENT TREATMENT OPTIONS IN ONCOLOGY,2.422,2012
Clinical Breast Cancer,2.422,2012
PROSTAGLANDINS & OTHER LIPID MEDIATORS,2.422,2012
Proteome Science,2.42,2012
SEXUAL ABUSE-A JOURNAL OF RESEARCH AND TREATMENT,2.42,2012
HEALTH & PLACE,2.419,2012
HEALTH & PLACE,2.419,2012
JOURNAL OF OCCUPATIONAL AND ORGANIZATIONAL PSYCHOLOGY,2.419,2012
MAMMALIAN GENOME,2.419,2012
IEEE TRANSACTIONS ON WIRELESS COMMUNICATIONS,2.418,2012
INTERNATIONAL JOURNAL OF BEHAVIORAL MEDICINE,2.418,2012
JOURNAL OF THE FRANKLIN INSTITUTE-ENGINEERING AND APPLIED MATHEMATICS,2.418,2012
Bayesian Analysis,2.417,2012
INTERNATIONAL IMMUNOPHARMACOLOGY,2.417,2012
ORE GEOLOGY REVIEWS,2.417,2012
REVIEWS IN FISHERIES SCIENCE,2.417,2012
HOLZFORSCHUNG,2.416,2012
JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY A-CHEMISTRY,2.416,2012
LETTERS IN MATHEMATICAL PHYSICS,2.415,2012
POLITICAL COMMUNICATION,2.415,2012
JOURNAL OF MANAGED CARE PHARMACY,2.414,2012
PROCESS BIOCHEMISTRY,2.414,2012
BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,2.413,2012
ADVANCES IN WATER RESOURCES,2.412,2012
Bioinspiration & Biomimetics,2.412,2012
EUROPEAN JOURNAL OF HISTOCHEMISTRY,2.412,2012
MATHEMATICAL MEDICINE AND BIOLOGY-A JOURNAL OF THE IMA,2.412,2012
QUALITY OF LIFE RESEARCH,2.412,2012
QUALITY OF LIFE RESEARCH,2.412,2012
CURRENT GENETICS,2.41,2012
EVOLUTIONARY ECOLOGY,2.407,2012
BIOCHEMICAL AND BIOPHYSICAL RESEARCH COMMUNICATIONS,2.406,2012
SCIENCE TECHNOLOGY & HUMAN VALUES,2.406,2012
AUK,2.404,2012
JOURNAL OF EXPERIMENTAL PSYCHOLOGY-HUMAN PERCEPTION AND PERFORMANCE,2.404,2012
JOURNAL OF EXPERIMENTAL PSYCHOLOGY-HUMAN PERCEPTION AND PERFORMANCE,2.404,2012
Materials Science & Engineering C-Materials for Biological Applications,2.404,2012
LASERS IN MEDICAL SCIENCE,2.402,2012
CELLULAR ONCOLOGY,2.4,2012
Communications in Applied Mathematics and Computational Science,2.4,2012
Current Opinion in Anesthesiology,2.4,2012
Trauma Violence & Abuse,2.4,2012
VETERINARY CLINICS OF NORTH AMERICA-FOOD ANIMAL PRACTICE,2.4,2012
BIOTECHNIQUES,2.399,2012
JOURNAL OF PERIODONTOLOGY,2.398,2012
CLINICAL AND EXPERIMENTAL MEDICINE,2.397,2012
DEVELOPMENT GROWTH & DIFFERENTIATION,2.397,2012
JOURNAL OF NEUROPSYCHIATRY AND CLINICAL NEUROSCIENCES,2.397,2012
TETRAHEDRON LETTERS,2.397,2012
Tree Genetics & Genomes,2.397,2012
PROGRESS IN AEROSPACE SCIENCES,2.396,2012
IEEE TRANSACTIONS ON MOBILE COMPUTING,2.395,2012
Seminars in Pediatric Surgery,2.395,2012
BMJ Quality & Safety,2.394,2012
BMJ Quality & Safety,2.394,2012
European Journal of Echocardiography,2.394,2012
Journal of Nutrition Health & Aging,2.394,2012
Immunotherapy,2.393,2012
ONCOLOGY NURSING FORUM,2.393,2012
ONCOLOGY NURSING FORUM,2.393,2012
JOURNAL OF ALLOYS AND COMPOUNDS,2.39,2012
PREVENTIVE VETERINARY MEDICINE,2.389,2012
DIABETES & METABOLISM,2.388,2012
LAW AND HUMAN BEHAVIOR,2.388,2012
Physica Status Solidi-Rapid Research Letters,2.388,2012
JOURNAL OF OROFACIAL PAIN,2.387,2012
RESEARCH ON LANGUAGE AND SOCIAL INTERACTION,2.387,2012
CHEMICAL ENGINEERING SCIENCE,2.386,2012
Evolutionary Biology,2.386,2012
IEEE MICRO,2.386,2012
MACROMOLECULAR CHEMISTRY AND PHYSICS,2.386,2012
COGNITIVE SCIENCE,2.385,2012
CLINICS IN SPORTS MEDICINE,2.384,2012
JOURNAL OF CARDIOVASCULAR PHARMACOLOGY,2.383,2012
MECHANISMS OF DEVELOPMENT,2.383,2012
NETHERLANDS JOURNAL OF MEDICINE,2.383,2012
PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN,2.383,2012
PHYSICS OF THE EARTH AND PLANETARY INTERIORS,2.383,2012
Expert Review of Hematology,2.382,2012
READING RESEARCH QUARTERLY,2.382,2012
SCIENCE EDUCATION,2.382,2012
JOURNAL OF BEHAVIOR THERAPY AND EXPERIMENTAL PSYCHIATRY,2.381,2012
Rice,2.381,2012
VETERINARY PARASITOLOGY,2.381,2012
JOURNAL OF CARDIOVASCULAR PHARMACOLOGY AND THERAPEUTICS,2.38,2012
JOURNAL OF QUANTITATIVE SPECTROSCOPY & RADIATIVE TRANSFER,2.38,2012
FLUID PHASE EQUILIBRIA,2.379,2012
GEOFLUIDS,2.379,2012
JOURNAL OF ASIAN EARTH SCIENCES,2.379,2012
JOURNAL OF INSECT PHYSIOLOGY,2.379,2012
ARCHIVUM IMMUNOLOGIAE ET THERAPIAE EXPERIMENTALIS,2.378,2012
PROCEEDINGS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES,2.378,2012
PSYCHOLOGICAL RESEARCH-PSYCHOLOGISCHE FORSCHUNG,2.378,2012
COGNITION & EMOTION,2.377,2012
DOMESTIC ANIMAL ENDOCRINOLOGY,2.377,2012
JOURNAL OF EXPERIMENTAL CHILD PSYCHOLOGY,2.377,2012
ORAL DISEASES,2.377,2012
COMPREHENSIVE PSYCHIATRY,2.376,2012
COMPREHENSIVE PSYCHIATRY,2.376,2012
IMMUNOLOGY AND ALLERGY CLINICS OF NORTH AMERICA,2.376,2012
JOURNAL OF EXPERIMENTAL PSYCHOLOGY-ANIMAL BEHAVIOR PROCESSES,2.376,2012
JOURNAL OF EXPERIMENTAL PSYCHOLOGY-ANIMAL BEHAVIOR PROCESSES,2.376,2012
PHYSICS OF PLASMAS,2.376,2012
European Physical Journal H,2.375,2012
PEDIATRIC PULMONOLOGY,2.375,2012
SOLVENT EXTRACTION AND ION EXCHANGE,2.375,2012
Beilstein Journal of Nanotechnology,2.374,2012
PROCEEDINGS OF THE COMBUSTION INSTITUTE,2.374,2012
JOURNAL OF MEDICAL VIROLOGY,2.373,2012
IEEE CONTROL SYSTEMS MAGAZINE,2.372,2012
Implementation Science,2.372,2012
Implementation Science,2.372,2012
PATIENT EDUCATION AND COUNSELING,2.372,2012
PATIENT EDUCATION AND COUNSELING,2.372,2012
NEUROPSYCHOBIOLOGY,2.371,2012
JOURNAL OF THE ACM,2.37,2012
NEUROEPIDEMIOLOGY,2.37,2012
Amyotrophic Lateral Sclerosis,2.369,2012
PLASMA PHYSICS AND CONTROLLED FUSION,2.369,2012
Journal of the Mechanical Behavior of Biomedical Materials,2.368,2012
SOIL & TILLAGE RESEARCH,2.367,2012
JOURNAL OF MATHEMATICAL BIOLOGY,2.366,2012
CALIFORNIA LAW REVIEW,2.365,2012
JOURNAL OF HUMAN GENETICS,2.365,2012
PSYCHIATRIC GENETICS,2.365,2012
Fuel Cells,2.364,2012
Journal of Clinical Hypertension,2.364,2012
Microbial Drug Resistance,2.364,2012
STATISTICAL METHODS IN MEDICAL RESEARCH,2.364,2012
SEMINARS IN CUTANEOUS MEDICINE AND SURGERY,2.362,2012
IBIS,2.361,2012
JOURNAL OF GASTROINTESTINAL SURGERY,2.361,2012
QJM-AN INTERNATIONAL JOURNAL OF MEDICINE,2.361,2012
JOURNAL OF THE EUROPEAN CERAMIC SOCIETY,2.36,2012
JOURNAL OF VOCATIONAL BEHAVIOR,2.36,2012
Molecular Cytogenetics,2.36,2012
NURSING OUTLOOK,2.359,2012
NURSING OUTLOOK,2.359,2012
ARCHIVES OF PHYSICAL MEDICINE AND REHABILITATION,2.358,2012
PLANT FOODS FOR HUMAN NUTRITION,2.358,2012
INTERNATIONAL JOURNAL OF INFECTIOUS DISEASES,2.357,2012
JOURNAL OF ANATOMY,2.357,2012
DUKE LAW JOURNAL,2.356,2012
EUROPEAN ADDICTION RESEARCH,2.356,2012
EUROPEAN ADDICTION RESEARCH,2.356,2012
IEEE Photonics Journal,2.356,2012
ORGANIZATION,2.356,2012
ACTA ANAESTHESIOLOGICA SCANDINAVICA,2.355,2012
JOURNAL OF PHYSICS-CONDENSED MATTER,2.355,2012
PARASITOLOGY,2.355,2012
ACTA PHARMACOLOGICA SINICA,2.354,2012
INTEGRATIVE CANCER THERAPIES,2.354,2012
JOURNAL OF MEDICAL SCREENING,2.354,2012
Pediatric Critical Care Medicine,2.354,2012
JOURNAL OF DEVELOPMENT ECONOMICS,2.353,2012
JOURNAL OF ENVIRONMENTAL QUALITY,2.353,2012
PEDIATRIC BLOOD & CANCER,2.353,2012
Ticks and Tick-Borne Diseases,2.353,2012
CARDIOVASCULAR PATHOLOGY,2.352,2012
BIOTROPICA,2.351,2012
Cardiovascular Toxicology,2.351,2012
JOURNAL OF THEORETICAL BIOLOGY,2.351,2012
Advances in Insect Physiology,2.35,2012
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,2.348,2012
JOURNAL OF TRAUMA-INJURY INFECTION AND CRITICAL CARE,2.348,2012
PLANTA MEDICA,2.348,2012
LAND USE POLICY,2.346,2012
REVIEW OF ECONOMICS AND STATISTICS,2.346,2012
ACTA OPHTHALMOLOGICA,2.345,2012
GEODERMA,2.345,2012
Internal and Emergency Medicine,2.345,2012
DNA AND CELL BIOLOGY,2.344,2012
JOURNAL OF ORAL REHABILITATION,2.344,2012
APPLIED CLAY SCIENCE,2.342,2012
JOURNAL OF REPRODUCTIVE IMMUNOLOGY,2.342,2012
CLINICS IN DERMATOLOGY,2.341,2012
ENVIRONMENTAL CONSERVATION,2.341,2012
Ecological Complexity,2.34,2012
REVIEWS IN ENVIRONMENTAL SCIENCE AND BIO-TECHNOLOGY,2.34,2012
BIOORGANIC & MEDICINAL CHEMISTRY LETTERS,2.338,2012
CELL BIOLOGY AND TOXICOLOGY,2.338,2012
MACROMOLECULAR MATERIALS AND ENGINEERING,2.338,2012
Molecular Informatics,2.338,2012
IMMUNOLOGY LETTERS,2.337,2012
MARINE ENVIRONMENTAL RESEARCH,2.337,2012
Cell Adhesion & Migration,2.336,2012
AMERICAN JOURNAL OF HUMAN BIOLOGY,2.335,2012
AMERICAN JOURNAL OF HUMAN BIOLOGY,2.335,2012
BRITISH JOURNAL OF CLINICAL PSYCHOLOGY,2.333,2012
Epilepsy Currents,2.333,2012
INTERNATIONAL DAIRY JOURNAL,2.333,2012
Lymphatic Research and Biology,2.333,2012
METABOLIC BRAIN DISEASE,2.333,2012
IEEE TRANSACTIONS ON ANTENNAS AND PROPAGATION,2.332,2012
CTS-Clinical and Translational Science,2.33,2012
MOLECULAR AND CELLULAR BIOCHEMISTRY,2.329,2012
Academic Pediatrics,2.328,2012
IDRUGS,2.328,2012
Endocrine Practice,2.327,2012
CURRENT PROTEIN & PEPTIDE SCIENCE,2.326,2012
JOURNAL OF APPLIED PHYCOLOGY,2.326,2012
JOURNAL OF MOLECULAR GRAPHICS & MODELLING,2.325,2012
ESTUARINE COASTAL AND SHELF SCIENCE,2.324,2012
CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,2.323,2012
INTERNATIONAL JOURNAL OF WILDLAND FIRE,2.322,2012
Progress in Molecular Biology and Translational Science,2.322,2012
JOURNAL OF INDUSTRIAL MICROBIOLOGY & BIOTECHNOLOGY,2.321,2012
PSYCHOLOGY OF ADDICTIVE BEHAVIORS,2.321,2012
PLANT BIOLOGY,2.32,2012
Reviews in Aquaculture,2.32,2012
ACCOUNTING REVIEW,2.319,2012
CELESTIAL MECHANICS & DYNAMICAL ASTRONOMY,2.319,2012
INTERNATIONAL ORTHOPAEDICS,2.319,2012
JOURNAL OF SHOULDER AND ELBOW SURGERY,2.319,2012
JOURNAL OF THE AMERICAN PLANNING ASSOCIATION,2.319,2012
RESOURCES CONSERVATION AND RECYCLING,2.319,2012
AUDIOLOGY AND NEURO-OTOLOGY,2.318,2012
Arthropod Systematics & Phylogeny,2.318,2012
Crystallography Reviews,2.316,2012
INTERNATIONAL JOURNAL OF HEAT AND MASS TRANSFER,2.315,2012
LANDSCAPE AND URBAN PLANNING,2.314,2012
LANDSCAPE AND URBAN PLANNING,2.314,2012
MUSCLE & NERVE,2.314,2012
PHYSICAL REVIEW E,2.313,2012
IMF STAFF PAPERS,2.312,2012
International Journal of Advertising,2.311,2012
PHARMACOTHERAPY,2.311,2012
COPD-Journal of Chronic Obstructive Pulmonary Disease,2.31,2012
SYNAPSE,2.31,2012
JOURNAL OF GREAT LAKES RESEARCH,2.309,2012
JOURNAL OF BIOMEDICAL MATERIALS RESEARCH PART B-APPLIED BIOMATERIALS,2.308,2012
JOURNAL OF MAMMALOGY,2.308,2012
WORLD POLITICS,2.308,2012
FORENSIC SCIENCE INTERNATIONAL,2.307,2012
DEMOGRAPHY,2.305,2012
AMERICAN JOURNAL OF MEDICAL GENETICS PART A,2.304,2012
HIV CLINICAL TRIALS,2.304,2012
PARASITOLOGY INTERNATIONAL,2.302,2012
BEHAVIOURAL PHARMACOLOGY,2.301,2012
LEUKEMIA & LYMPHOMA,2.301,2012
JOURNAL OF MAGNETIC RESONANCE,2.3,2012
RUSSIAN CHEMICAL REVIEWS,2.299,2012
HUMAN IMMUNOLOGY,2.298,2012
Journal of Cardiology,2.298,2012
Expert Opinion on Drug Discovery,2.297,2012
JOURNAL OF CHEMICAL THERMODYNAMICS,2.297,2012
JOURNAL OF MEDICAL MICROBIOLOGY,2.297,2012
ONCOLOGY REPORTS,2.297,2012
Vitamins and Hormones,2.296,2012
AMBIO,2.295,2012
Express Polymer Letters,2.294,2012
CELLULAR AND MOLECULAR NEUROBIOLOGY,2.293,2012
CONSTRUCTION AND BUILDING MATERIALS,2.293,2012
IEEE TRANSACTIONS ON RELIABILITY,2.293,2012
ARCHIVE FOR RATIONAL MECHANICS AND ANALYSIS,2.292,2012
Advances in Botanical Research,2.292,2012
BOUNDARY-LAYER METEOROLOGY,2.291,2012
CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS,2.291,2012
HEALTH SERVICES RESEARCH,2.291,2012
HEALTH SERVICES RESEARCH,2.291,2012
IRRIGATION SCIENCE,2.289,2012
PHOTOCHEMISTRY AND PHOTOBIOLOGY,2.287,2012
EQUINE VETERINARY JOURNAL,2.286,2012
JOURNAL OF THE RENIN-ANGIOTENSIN-ALDOSTERONE SYSTEM,2.286,2012
JOURNAL OF STRUCTURAL GEOLOGY,2.285,2012
BIOPHYSICAL CHEMISTRY,2.283,2012
Foodborne Pathogens and Disease,2.283,2012
GERONTOLOGIST,2.283,2012
AMERICAN JOURNAL OF CHINESE MEDICINE,2.281,2012
HISTOLOGY AND HISTOPATHOLOGY,2.281,2012
JOURNAL OF SENSORY STUDIES,2.281,2012
JOURNAL OF REGIONAL SCIENCE,2.279,2012
JOURNAL OF SOLID STATE ELECTROCHEMISTRY,2.279,2012
RISK ANALYSIS,2.278,2012
RISK ANALYSIS,2.278,2012
ICES JOURNAL OF MARINE SCIENCE,2.277,2012
Organogenesis,2.277,2012
VECTOR-BORNE AND ZOONOTIC DISEASES,2.277,2012
International Journal of Pediatric Obesity,2.276,2012
JOURNAL OF FOOD ENGINEERING,2.276,2012
JOURNAL OF INDUSTRIAL ECOLOGY,2.276,2012
EARLY CHILDHOOD RESEARCH QUARTERLY,2.275,2012
EUROPEAN BIOPHYSICS JOURNAL WITH BIOPHYSICS LETTERS,2.274,2012
Disaster Advances,2.272,2012
Health and Quality of Life Outcomes,2.272,2012
Health and Quality of Life Outcomes,2.272,2012
TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,2.272,2012
TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,2.272,2012
GEOLOGICAL MAGAZINE,2.27,2012
REVIEWS IN FISH BIOLOGY AND FISHERIES,2.27,2012
INTERNATIONAL JOURNAL OF SPORTS MEDICINE,2.268,2012
Arabian Journal of Chemistry,2.266,2012
EUROPEAN JOURNAL OF LIPID SCIENCE AND TECHNOLOGY,2.266,2012
CELL PROLIFERATION,2.265,2012
JOURNAL OF CLINICAL APHERESIS,2.265,2012
BIODIVERSITY AND CONSERVATION,2.264,2012
APPLIED VEGETATION SCIENCE,2.263,2012
CURRENT MEDICAL RESEARCH AND OPINION,2.263,2012
JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,2.263,2012
INTERNATIONAL JOURNAL OF MACHINE TOOLS & MANUFACTURE,2.262,2012
Information Fusion,2.262,2012
MOLECULAR BIOTECHNOLOGY,2.262,2012
Epidemics,2.261,2012
INTERNATIONAL JOURNAL OF EARTH SCIENCES,2.261,2012
DIAGNOSTIC MICROBIOLOGY AND INFECTIOUS DISEASE,2.26,2012
DIGESTIVE DISEASES AND SCIENCES,2.26,2012
EPL,2.26,2012
BLOOD CELLS MOLECULES AND DISEASES,2.259,2012
INVENTIONES MATHEMATICAE,2.259,2012
Journal of Ginseng Research,2.259,2012
ORGANISMS DIVERSITY & EVOLUTION,2.259,2012
WATER RESOURCES MANAGEMENT,2.259,2012
PROGRESS IN PARTICLE AND NUCLEAR PHYSICS,2.257,2012
GROWTH HORMONE & IGF RESEARCH,2.256,2012
INTERNATIONAL JOURNAL OF DRUG POLICY,2.256,2012
Sleep and Breathing,2.256,2012
ALCOHOL,2.255,2012
JOURNAL OF HISTOCHEMISTRY & CYTOCHEMISTRY,2.255,2012
Journal of Physiotherapy,2.255,2012
JOURNAL OF MARKETING RESEARCH,2.254,2012
CIRP ANNALS-MANUFACTURING TECHNOLOGY,2.251,2012
ENDOCRINE,2.25,2012
HUMAN-COMPUTER INTERACTION,2.25,2012
JOURNAL OF ECONOMIC GROWTH,2.25,2012
JOURNAL OF SYSTEMATIC PALAEONTOLOGY,2.25,2012
PUBLIC HEALTH NUTRITION,2.25,2012
INTERNATIONAL ARCHIVES OF ALLERGY AND IMMUNOLOGY,2.248,2012
Journal of Perinatology,2.248,2012
PSYCHONOMIC BULLETIN & REVIEW,2.248,2012
AGGRESSIVE BEHAVIOR,2.247,2012
AGGRESSIVE BEHAVIOR,2.247,2012
International Journal of Sports Physiology and Performance,2.247,2012
Materials,2.247,2012
SEMINARS IN DIALYSIS,2.247,2012
JOURNAL OF CLINICAL BIOCHEMISTRY AND NUTRITION,2.245,2012
ACTA CRYSTALLOGRAPHICA SECTION A,2.244,2012
CATALYSIS LETTERS,2.244,2012
CHILD NEUROPSYCHOLOGY,2.243,2012
DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY,2.243,2012
JOURNAL OF THE NEUROLOGICAL SCIENCES,2.243,2012
Photodiagnosis and Photodynamic Therapy,2.243,2012
ENTREPRENEURSHIP THEORY AND PRACTICE,2.242,2012
International Journal of Clinical and Experimental Pathology,2.242,2012
EPILEPSY RESEARCH,2.241,2012
IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS I-REGULAR PAPERS,2.24,2012
PLATELETS,2.24,2012
COASTAL ENGINEERING,2.239,2012
JOURNAL OF PHYCOLOGY,2.239,2012
