journal,type,items,blogs,facebook,news,policies,twitter,wikipedia
MAIN GROUP CHEMISTRY,closed,104,0,0,0,0,0,0
JOURNAL OF CARDIOVASCULAR TRANSLATIONAL RESEARCH,closed,287,5,9,3,2,87,1
PHYSICS OF METALS AND METALLOGRAPHY,closed,1075,0,0,2,0,0,0
JOURNAL OF NEUROSCIENCE,open,8700,1192,1834,1445,44,6979,272
JOURNAL OF EVOLUTIONARY BIOLOGY,open,927,70,168,47,4,732,47
SILICON,open,19,0,1,0,0,2,0
ZEITSCHRIFT FUR ASSYRIOLOGIE UND VORDERASIATISCHE ARCHAOLOGIE,open,11,0,0,0,0,1,0
AQUATIC BOTANY,closed,578,9,16,6,2,152,4
WORK EMPLOYMENT AND SOCIETY,closed,235,18,53,24,21,185,3
IEEE TRANSACTIONS ON ANTENNAS AND PROPAGATION,closed,4630,7,11,8,0,201,29
COMMONWEALTH & COMPARATIVE POLITICS,closed,88,6,5,2,3,19,3
IEEE GEOSCIENCE AND REMOTE SENSING MAGAZINE,closed,94,0,0,0,2,10,1
AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY,open,289,41,110,40,2,221,23
INTERNATIONAL JOURNAL OF OPTICS,open,3,0,0,0,0,3,0
ANNALS OF MATHEMATICS AND ARTIFICIAL INTELLIGENCE,closed,190,0,2,0,0,15,0
APPLIED MATHEMATICS-A JOURNAL OF CHINESE UNIVERSITIES SERIES B,open,8,0,0,0,0,1,0
PAKISTAN JOURNAL OF AGRICULTURAL SCIENCES,closed,7,0,0,0,0,0,0
RURAL AND REMOTE HEALTH,open,90,0,0,0,0,11,0
ANTIQUARIES JOURNAL,closed,19,0,1,0,0,5,1
PETROPHYSICS,closed,57,0,0,0,0,0,1
MNEMOSYNE,closed,337,1,4,0,0,7,0
BIOLOGICAL REVIEWS,open,172,50,61,36,11,155,25
IEEE TRANSACTIONS ON AUTOMATIC CONTROL,closed,1959,1,2,2,0,27,5
HIV MEDICINE,closed,215,6,16,17,12,155,0
JOURNAL OF INTELLIGENT & ROBOTIC SYSTEMS,open,133,0,3,0,0,17,1
POLYMER ENGINEERING AND SCIENCE,open,95,0,27,1,0,49,0
TISSUE ENGINEERING PART C-METHODS,open,356,19,28,18,0,130,2
MICROCIRCULATION,open,165,2,12,0,0,47,1
PRESLIA,closed,1,0,0,0,0,0,0
JCPSP-JOURNAL OF THE COLLEGE OF PHYSICIANS AND SURGEONS PAKISTAN,closed,109,0,1,0,0,8,0
CANCER NANOTECHNOLOGY,open,20,0,2,0,0,19,0
AUTOIMMUNITY REVIEWS,closed,858,23,174,21,14,526,43
JOURNAL OF PSYCHOSOMATIC OBSTETRICS & GYNECOLOGY,open,34,2,6,4,0,20,1
RBGN-REVISTA BRASILEIRA DE GESTAO DE NEGOCIOS,open,193,0,0,0,0,5,0
SEMINARS IN PEDIATRIC NEUROLOGY,closed,237,2,30,2,1,110,3
BRAIN & DEVELOPMENT,open,31,0,1,1,1,15,1
ENVIRONMENTAL SCIENCE-PROCESSES & IMPACTS,closed,808,16,36,23,17,287,4
SPRACHE-STIMME-GEHOR,open,3,0,0,0,0,0,0
METROECONOMICA,open,58,2,6,0,0,16,0
BIOPHYSICAL CHEMISTRY,closed,458,7,11,10,0,213,4
LONG RANGE PLANNING,closed,201,1,12,4,0,59,1
JOURNAL OF FAMILY PLANNING AND REPRODUCTIVE HEALTH CARE,open,181,18,36,18,7,122,1
JOURNAL OF NAVIGATION,open,266,0,7,1,0,19,4
ELIFE,open,5304,1277,1727,1397,32,4971,323
JOURNAL OF IMMUNOLOGICAL METHODS,closed,783,5,18,5,7,257,7
INTERNATIONAL JOURNAL OF HYPERTHERMIA,closed,546,3,16,9,4,103,3
AMERICAN JOURNAL OF VETERINARY RESEARCH,open,37,0,8,1,0,23,0
BIOCHEMICAL SYSTEMATICS AND ECOLOGY,closed,1336,15,22,1,1,66,16
CURRENT PROBLEMS IN SURGERY,closed,89,1,4,0,1,28,1
ADMINISTRATION & SOCIETY,open,33,1,1,1,1,22,1
MATERIALS HORIZONS,open,138,9,73,21,1,115,0
CHILDS NERVOUS SYSTEM,open,167,2,26,4,1,81,2
DISCOURSE & SOCIETY,open,42,1,7,3,0,27,4
JOURNAL OF TURBULENCE,open,60,0,3,0,0,22,0
JOURNAL OF THE ASIA PACIFIC ECONOMY,closed,201,3,2,2,11,19,0
PROGRESS IN NUCLEAR MAGNETIC RESONANCE SPECTROSCOPY,open,32,0,7,0,0,19,5
OXFORD JOURNAL OF ARCHAEOLOGY,open,19,2,4,1,0,16,2
DUTCH CROSSING-JOURNAL OF LOW COUNTRIES STUDIES,closed,102,0,0,0,0,15,2
PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF THE PACIFIC,open,746,176,58,44,1,476,43
INFANTS & YOUNG CHILDREN,closed,147,0,99,1,3,134,1
QUALITATIVE HEALTH RESEARCH,closed,828,44,74,34,30,559,6
ANATOLIAN JOURNAL OF CARDIOLOGY,closed,17,0,0,0,0,0,0
LINEAR & MULTILINEAR ALGEBRA,closed,833,0,4,0,0,7,2
CANADIAN JOURNAL OF PLASTIC SURGERY,closed,5,0,0,0,0,0,0
FORENSIC SCIENCE MEDICINE AND PATHOLOGY,open,40,1,2,3,2,24,0
CURRENT SCIENCE,open,626,1,3,17,2,5,2
SLAS DISCOVERY,open,73,1,21,12,0,44,1
JOURNAL OF ORTHOPAEDIC TRANSLATION,open,44,0,26,0,0,25,0
COMPUTERS & OPERATIONS RESEARCH,closed,1445,2,12,3,1,125,3
INTERNATIONAL JOURNAL OF SYSTEMS SCIENCE,closed,1679,0,4,0,0,10,0
PSYCHOLOGICAL SERVICES,open,55,0,6,2,5,26,1
ORGANIC PROCESS RESEARCH & DEVELOPMENT,open,123,11,7,4,0,59,4
EUROPEAN JOURNAL OF PHYCOLOGY,closed,189,5,7,4,0,32,1
INTERNATIONAL JOURNAL OF OPERATIONS & PRODUCTION MANAGEMENT,closed,354,2,7,2,2,46,2
WILDLIFE SOCIETY BULLETIN,open,93,8,28,8,3,59,2
SCIENCE & EDUCATION,open,64,3,21,1,0,50,1
REVIEW OF ECONOMICS AND STATISTICS,closed,214,40,8,23,40,112,6
ELECTROCHIMICA ACTA,open,1022,6,22,14,0,93,5
JOURNAL OF CLINICAL EPIDEMIOLOGY,open,359,26,59,19,22,282,8
MOLECULAR AND CELLULAR BIOCHEMISTRY,closed,2105,17,68,17,0,542,19
JOURNAL OF BIOBASED MATERIALS AND BIOENERGY,open,7,0,0,0,0,0,0
COLD WAR HISTORY,open,16,1,4,0,0,13,2
SOCIOLOGUS,open,1,0,0,0,0,0,0
HISTORISCHE ZEITSCHRIFT,open,6,0,0,0,0,2,0
NPJ GENOMIC MEDICINE,open,96,10,39,15,0,96,2
JOURNAL OF GERONTOLOGICAL NURSING,closed,373,4,31,18,9,256,0
AUTISM,open,177,50,111,30,11,173,1
JOURNAL OF KNOWLEDGE MANAGEMENT,open,53,0,3,0,1,20,2
GROWTH HORMONE & IGF RESEARCH,open,54,1,8,1,0,23,0
INFORMATION AND ORGANIZATION,open,21,1,2,0,0,13,2
ADVANCES IN PHYSICS,open,24,4,1,2,0,23,5
CHINESE JOURNAL OF MECHANICAL ENGINEERING,closed,825,0,1,0,0,3,0
PHYSICAL REVIEW A,open,13880,250,861,212,0,10923,118
MOLECULAR PSYCHIATRY,open,895,317,516,439,22,851,79
ONCOLOGY REPORTS,open,4588,13,85,19,6,1317,44
FORMAL ASPECTS OF COMPUTING,closed,154,0,5,0,0,13,0
BOTANICA MARINA,closed,267,3,14,0,0,13,7
MODERN PATHOLOGY,open,1021,18,367,232,17,895,33
NEURO-ONCOLOGY,closed,80,2,4,3,0,74,0
OPEN ASTRONOMY,open,76,15,3,2,0,23,1
JOURNAL OF ARCHAEOLOGICAL METHOD AND THEORY,closed,191,7,16,10,0,63,3
ADVANCES IN COMPLEX SYSTEMS,closed,155,4,4,4,0,14,0
CANADIAN JOURNAL OF LINGUISTICS-REVUE CANADIENNE DE LINGUISTIQUE,closed,60,0,0,0,0,8,0
JOURNAL OF NONLINEAR OPTICAL PHYSICS & MATERIALS,closed,332,0,1,0,0,1,0
DRUGS OF THE FUTURE,open,6,0,0,0,0,2,0
IEEE-ACM TRANSACTIONS ON AUDIO SPEECH AND LANGUAGE PROCESSING,closed,634,0,1,4,0,38,2
INTERNATIONAL JOURNAL OF CLIMATOLOGY,closed,1615,275,227,57,29,985,14
JOURNAL OF APPLIED ANIMAL WELFARE SCIENCE,closed,183,24,45,17,0,96,2
PUBLIC UNDERSTANDING OF SCIENCE,open,109,30,21,19,7,100,5
EXPERIMENTAL PARASITOLOGY,open,230,6,11,1,0,95,3
AEU-INTERNATIONAL JOURNAL OF ELECTRONICS AND COMMUNICATIONS,closed,1714,0,9,0,0,29,2
OPTICAL MATERIALS EXPRESS,closed,1900,16,34,35,0,110,3
IEEE ANNALS OF THE HISTORY OF COMPUTING,closed,121,0,3,2,0,44,19
REVISTA PORTUGUESA DE PNEUMOLOGIA,open,189,0,7,1,0,60,0
NEUROPATHOLOGY AND APPLIED NEUROBIOLOGY,open,121,8,40,30,3,105,2
SOCIOLOGICAL INQUIRY,closed,162,13,16,11,4,73,3
JOURNAL OF RENAL NUTRITION,closed,379,15,51,18,3,201,3
MATERIALS SCIENCE & ENGINEERING R-REPORTS,closed,59,0,2,1,1,7,1
JOURNAL OF THE JAPANESE SOCIETY FOR FOOD SCIENCE AND TECHNOLOGY-NIPPON SHOKUHIN KAGAKU KOGAKU KAISHI,open,312,1,0,0,0,7,0
BOUNDARY 2-AN INTERNATIONAL JOURNAL OF LITERATURE AND CULTURE,open,18,1,4,0,0,5,0
ABDOMINAL RADIOLOGY,closed,818,1,32,11,2,208,3
QUANTITATIVE IMAGING IN MEDICINE AND SURGERY,open,56,0,0,0,1,13,0
JOURNAL OF LITERARY STUDIES,closed,39,0,0,0,0,2,0
ADVANCES IN NUTRITION,closed,42,5,13,7,1,37,1
MOLECULAR GENETICS MICROBIOLOGY AND VIROLOGY,closed,225,0,1,0,0,5,1
AIDS CARE-PSYCHOLOGICAL AND SOCIO-MEDICAL ASPECTS OF AIDS/HIV,closed,1016,123,90,39,49,745,2
JOURNAL OF MACROECONOMICS,open,219,5,5,1,11,31,1
LANGUAGE AND INTERCULTURAL COMMUNICATION,closed,170,0,8,2,0,41,2
METHODOLOGY-EUROPEAN JOURNAL OF RESEARCH METHODS FOR THE BEHAVIORAL AND SOCIAL SCIENCES,closed,94,0,1,0,0,20,0
REVISTA BRASILEIRA DE HISTORIA,open,182,5,13,2,0,45,0
BIOINSPIRED BIOMIMETIC AND NANOBIOMATERIALS,closed,139,0,0,1,0,13,0
JOURNAL OF STATISTICAL MECHANICS-THEORY AND EXPERIMENT,open,1591,26,123,4,0,1243,14
ACTA VETERINARIA SCANDINAVICA,open,590,13,70,12,3,333,11
GENOME,open,202,38,121,9,0,142,2
JOURNAL OF CHILD AND ADOLESCENT PSYCHOPHARMACOLOGY,open,258,26,55,50,5,184,7
JOURNAL OF CANCER EDUCATION,closed,619,9,32,15,11,233,1
INDUSTRIAL ARCHAEOLOGY REVIEW,open,4,0,0,0,0,1,2
PSYCHOTHERAPIE PSYCHOSOMATIK MEDIZINISCHE PSYCHOLOGIE,open,16,0,1,0,0,7,0
TECHNOLOGY AND HEALTH CARE,closed,513,2,14,0,2,96,2
ENVIRONMENT AND PLANNING B-URBAN ANALYTICS AND CITY SCIENCE,open,34,3,2,1,0,22,1
FAMILY MEDICINE,open,71,5,26,0,0,49,0
LIBRI,open,23,1,0,0,0,6,0
GLOBAL ECONOMIC REVIEW,closed,140,0,4,0,2,55,0
CULTURA-INTERNATIONAL JOURNAL OF PHILOSOPHY OF CULTURE AND AXIOLOGY,closed,134,0,12,0,0,13,0
JAMA INTERNAL MEDICINE,open,697,560,619,596,182,692,64
HUMAN HEREDITY,closed,42,2,1,2,0,17,0
ROMANI STUDIES,open,3,0,0,0,0,1,0
MOLECULAR BIOLOGY REPORTS,open,205,1,8,1,1,49,4
STEROIDS,closed,1064,16,47,10,1,209,24
QUARTERLY JOURNAL OF MATHEMATICS,open,217,1,39,0,0,53,1
CHINESE PHYSICS B,closed,7572,3,3,5,0,46,8
ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,open,3676,852,1478,806,2,3555,123
MYCOPATHOLOGIA,closed,709,10,23,5,0,278,12
CONTEMPORARY POLITICS,open,30,3,3,1,0,20,1
JOURNAL OF GASTRIC CANCER,closed,1,0,0,0,0,0,0
TRAMES-JOURNAL OF THE HUMANITIES AND SOCIAL SCIENCES,closed,137,0,0,0,0,1,0
DRUG AND CHEMICAL TOXICOLOGY,open,11,0,1,0,1,5,0
CURRENT DIRECTIONS IN PSYCHOLOGICAL SCIENCE,open,149,58,35,47,10,142,12
AMERICAN FERN JOURNAL,closed,77,2,1,1,0,15,1
JOURNAL OF INTERNATIONAL FINANCIAL MANAGEMENT & ACCOUNTING,open,13,0,3,0,0,1,0
PSYCHO-ONCOLOGIE,open,5,0,0,0,0,1,0
JOURNAL OF MEDIEVAL IBERIAN STUDIES,open,7,0,2,0,0,4,0
PARASITE,open,403,9,27,9,2,333,151
GERMAN POLITICS,closed,185,1,9,3,3,62,1
ARCHIVES OF CIVIL AND MECHANICAL ENGINEERING,closed,630,0,3,0,0,11,0
MICROSCOPY RESEARCH AND TECHNIQUE,open,74,2,6,2,0,22,2
SUSTAINABLE ENERGY & FUELS,open,165,3,4,5,0,43,1
DIVERSITY-BASEL,open,27,0,3,2,0,19,0
COMMUNICATIONS IN ALGEBRA,closed,1723,0,3,0,0,13,2
CELL COMMUNICATION AND ADHESION,closed,34,0,3,0,0,29,1
TRANS-FORM-ACAO,open,314,2,4,0,0,14,0
HEART FAILURE CLINICS,open,58,0,1,3,1,19,1
BUILDINGS & LANDSCAPES-JOURNAL OF THE VERNACULAR ARCHITECTURE FORUM,closed,23,0,0,0,0,2,1
IDEGGYOGYASZATI SZEMLE-CLINICAL NEUROSCIENCE,open,9,0,0,0,0,0,0
JOURNAL OF ADOLESCENT AND YOUNG ADULT ONCOLOGY,open,91,2,15,7,1,48,0
INTERNATIONAL ECONOMIC REVIEW,closed,159,3,1,4,5,24,1
FRONTIERS OF PHYSICS,open,207,4,16,2,0,139,1
COMPUTER AIDED GEOMETRIC DESIGN,closed,292,0,1,0,0,6,2
IMMUNOLOGICAL REVIEWS,open,356,12,33,11,2,198,27
FEMS MICROBIOLOGY ECOLOGY,open,1332,179,100,28,19,817,37
AFRICAN JOURNAL OF MARINE SCIENCE,closed,338,60,58,8,7,128,4
MUSIC EDUCATION RESEARCH,open,20,1,1,1,0,9,0
FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES,open,20,1,3,1,0,12,0
STRUCTURAL HEALTH MONITORING-AN INTERNATIONAL JOURNAL,open,64,0,0,2,0,8,1
ADMINISTRATION AND POLICY IN MENTAL HEALTH AND MENTAL HEALTH SERVICES RESEARCH,closed,282,7,16,10,9,136,2
JOURNAL OF NUTRITION,closed,184,21,61,27,0,156,0
JOURNAL OF BALTIC STUDIES,closed,169,0,11,0,1,61,5
EUROPEAN JOURNAL OF CONTROL,open,56,0,1,0,0,3,0
IRANIAN POLYMER JOURNAL,closed,645,0,2,0,0,5,1
JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS,open,2841,3,18,0,0,391,8
IEEE ANTENNAS AND WIRELESS PROPAGATION LETTERS,closed,3257,3,10,5,1,57,7
HORMONE RESEARCH IN PAEDIATRICS,closed,536,5,36,5,3,125,3
HISTORY OF POLITICAL ECONOMY,open,49,4,4,2,1,22,2
INFORMATION & MANAGEMENT,closed,442,2,6,4,3,92,3
INTERNATIONAL JOURNAL OF COMMUNICATION SYSTEMS,open,48,0,5,0,0,7,0
TRANSPORTATION,closed,303,10,3,22,25,69,2
CYTOGENETIC AND GENOME RESEARCH,open,132,1,12,0,0,61,3
PARASITOLOGY INTERNATIONAL,closed,784,16,44,1,12,425,20
JOURNAL OF COGNITIVE NEUROSCIENCE,closed,651,65,64,58,0,473,7
MONTHLY REVIEW-AN INDEPENDENT SOCIALIST MAGAZINE,open,5,0,0,0,0,0,0
SCIENCE AND ENGINEERING ETHICS,closed,425,57,51,20,15,238,18
JOURNAL OF WATER CHEMISTRY AND TECHNOLOGY,closed,360,0,0,0,0,3,1
HORTICULTURE ENVIRONMENT AND BIOTECHNOLOGY,open,6,1,0,0,0,2,0
INTERNATIONAL JOURNAL OF SPEECH LANGUAGE AND THE LAW,closed,67,0,1,0,1,35,0
RELIGIOUS EDUCATION,open,7,0,0,0,0,1,0
PHOTOGRAPHY AND CULTURE,closed,121,2,1,0,0,21,3
EUROPEAN JOURNAL OF INFLAMMATION,closed,141,0,0,1,0,3,1
NEURAL NETWORKS,open,211,6,18,5,0,86,6
APPLIED SPECTROSCOPY REVIEWS,closed,215,0,1,0,1,18,1
JOURNAL OF SOLUTION CHEMISTRY,closed,933,0,4,0,0,10,4
GROUND WATER MONITORING AND REMEDIATION,closed,182,1,2,0,3,18,0
SEMIGROUP FORUM,open,234,0,3,0,0,48,2
JCR-JOURNAL OF CLINICAL RHEUMATOLOGY,open,38,2,9,5,3,34,1
JOURNAL OF SEX RESEARCH,closed,422,75,105,121,12,360,24
SOCIO-ECONOMIC REVIEW,open,56,13,12,7,2,46,2
AMERICAN MALACOLOGICAL BULLETIN,closed,106,4,9,2,0,27,12
KINESIOLOGY,open,57,0,0,0,0,2,0
ADVANCED FUNCTIONAL MATERIALS,closed,4947,219,312,452,5,900,41
JOURNAL OF PEDIATRIC OPHTHALMOLOGY & STRABISMUS,closed,349,2,24,9,2,156,5
DEMENTIA-INTERNATIONAL JOURNAL OF SOCIAL RESEARCH AND PRACTICE,open,105,2,14,11,6,92,1
CIRCULATION-HEART FAILURE,open,678,34,189,63,40,418,7
ICARUS,open,957,245,96,164,2,699,137
ENVIRONMENT AND PLANNING B-PLANNING & DESIGN,closed,246,2,1,1,6,37,1
SEXUAL MEDICINE,open,180,11,19,25,1,128,8
JOURNAL OF MEDICAL SYSTEMS,closed,1394,13,34,26,13,401,6
FOOD AND BIOPROCESS TECHNOLOGY,closed,1559,4,7,4,2,50,4
MACROMOLECULAR BIOSCIENCE,open,189,2,16,46,0,118,0
FOUNDATIONS OF PHYSICS,closed,180,4,3,0,0,41,4
ASIA PACIFIC JOURNAL OF MARKETING AND LOGISTICS,open,12,0,0,0,0,3,0
JOURNAL OF FORAMINIFERAL RESEARCH,open,10,2,2,0,0,3,0
DISSERTATIONES MATHEMATICAE,closed,20,0,0,0,0,0,0
CATHOLIC BIBLICAL QUARTERLY,closed,11,0,0,0,0,0,0
INTERNATIONAL JOURNAL OF BUSINESS COMMUNICATION,open,9,1,1,1,0,6,0
ARGUMENT & COMPUTATION,closed,3,0,0,0,0,1,0
JOURNAL OF MEDICINAL CHEMISTRY,open,1517,130,80,67,12,673,63
PRZEMYSL CHEMICZNY,closed,1063,0,1,0,0,0,0
ARCHAEOFAUNA,open,1,0,0,0,0,0,0
POPULATION SPACE AND PLACE,closed,309,8,23,12,22,103,3
IMMUNOPHARMACOLOGY AND IMMUNOTOXICOLOGY,closed,521,8,24,4,2,142,3
PERSONALITY AND INDIVIDUAL DIFFERENCES,closed,3192,291,311,341,11,2045,87
HUMAN COMMUNICATION RESEARCH,closed,156,24,33,20,2,104,8
ATMOSPHERE-OCEAN,closed,174,7,9,1,0,30,2
ECONOMICS OF GOVERNANCE,closed,77,1,3,1,0,11,0
STRUCTURAL CHANGE AND ECONOMIC DYNAMICS,open,54,2,2,0,6,15,0
INTERNATIONAL REVIEW OF SOCIAL HISTORY,open,147,1,10,1,0,52,5
SOCIOLOGIE DU TRAVAIL,closed,89,3,2,1,0,37,1
EMPIRICAL SOFTWARE ENGINEERING,closed,307,1,202,0,0,173,6
RESULTS IN MATHEMATICS,closed,584,0,0,0,0,3,0
EXPERIMENTAL AND THERAPEUTIC MEDICINE,open,6402,26,115,70,15,1168,21
INTERNATIONAL POLITICAL SOCIOLOGY,closed,128,16,43,7,4,103,4
JOURNAL OF MUSCLE RESEARCH AND CELL MOTILITY,open,77,0,8,0,0,26,3
NUMERICAL FUNCTIONAL ANALYSIS AND OPTIMIZATION,open,72,0,0,0,0,9,0
JOURNAL OF HUMAN RIGHTS,open,23,0,3,2,0,16,0
QUARTERLY OF APPLIED MATHEMATICS,closed,106,0,0,0,0,0,0
LIMNOLOGY AND OCEANOGRAPHY,open,797,65,51,29,10,294,16
EUROPEAN JOURNAL OF SPECIAL NEEDS EDUCATION,open,47,0,5,1,2,16,0
FOOT AND ANKLE SURGERY,open,16,0,1,0,0,10,2
JOURNAL OF INFECTIOUS DISEASES,closed,329,19,29,30,5,263,3
PSYCHOLOGICAL METHODS,closed,191,10,5,3,6,94,8
HEALTH CARE FOR WOMEN INTERNATIONAL,open,88,4,9,5,2,34,2
JOURNAL OF GEOMETRY AND PHYSICS,open,893,3,41,0,0,560,5
JOURNAL OF THORACIC ONCOLOGY,open,1214,41,93,155,71,1071,16
REVIEW OF ECONOMIC DYNAMICS,closed,137,1,1,1,11,18,0
DEVELOPMENTAL PSYCHOBIOLOGY,open,227,14,76,14,2,144,4
GYNECOLOGIC ONCOLOGY,closed,2064,18,82,84,94,635,18
CESIFO ECONOMIC STUDIES,open,107,8,3,3,5,47,0
TEKSTY DRUGIE,open,90,0,0,0,0,0,0
BIG DATA RESEARCH,open,7,0,2,0,0,4,0
JOURNAL OF TROPICAL FOREST SCIENCE,closed,2,0,0,0,0,0,0
INTERNATIONAL JOURNAL OF AD HOC AND UBIQUITOUS COMPUTING,open,29,0,0,0,0,3,0
EUROPEAN JOURNAL OF ARCHAEOLOGY,closed,120,4,7,5,0,38,7
LINGUISTIC REVIEW,closed,100,0,2,0,0,2,1
DRUGS OF TODAY,open,3,0,0,0,0,1,0
JOURNAL OF HARD TISSUE BIOLOGY,closed,3,0,0,0,0,0,0
INTERNATIONAL DEVELOPMENT PLANNING REVIEW,open,21,0,2,0,0,12,1
JOURNAL OF PEACE RESEARCH,open,72,16,45,10,7,64,9
TRANSLATIONAL VISION SCIENCE & TECHNOLOGY,closed,9,0,0,1,0,3,0
JOURNAL OF BIOMEDICAL MATERIALS RESEARCH PART B-APPLIED BIOMATERIALS,open,189,1,6,5,0,42,0
CHEMICAL VAPOR DEPOSITION,open,18,0,0,1,0,6,1
ARCHIV FUR GESCHICHTE DER PHILOSOPHIE,closed,69,1,1,0,0,1,0
IIE TRANSACTIONS,open,32,0,0,0,0,1,0
IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS I-REGULAR PAPERS,closed,1787,3,4,5,0,29,7
CHINESE PHYSICS C,open,901,14,121,2,0,673,2
SCIENTIFIC AMERICAN,closed,527,198,356,231,6,476,66
RADIOLOGIC CLINICS OF NORTH AMERICA,closed,472,2,9,2,4,117,11
JOURNAL OF STATISTICAL PLANNING AND INFERENCE,open,251,6,3,0,0,35,2
JOURNAL OF ENDOUROLOGY,open,231,4,8,3,3,90,2
REVISTA MEXICANA DE INGENIERIA QUIMICA,open,73,0,0,0,0,0,0
LEADERSHIP,open,34,1,0,2,0,25,0
SAHARA J-JOURNAL OF SOCIAL ASPECTS OF HIV-AIDS,open,158,1,11,3,4,112,1
NOTES,open,4,1,0,0,0,0,1
KOBUNSHI RONBUNSHU,closed,489,0,1,0,0,2,0
CANCER TREATMENT REVIEWS,open,131,3,22,8,8,95,0
JOURNAL OF CUTANEOUS MEDICINE AND SURGERY,open,15,0,2,0,0,4,1
PHYSICS OF PLASMAS,closed,6940,27,225,63,0,665,20
JOURNAL OF MICROBIOLOGICAL METHODS,closed,1500,63,41,10,16,663,8
NUCLEIC ACIDS RESEARCH,open,9499,862,857,602,26,7478,747
HOLZFORSCHUNG,closed,737,0,1,2,0,7,3
SCIENCE EDUCATION,open,68,3,5,2,1,42,0
WATER QUALITY EXPOSURE AND HEALTH,open,6,0,0,0,0,1,0
NBER MACROECONOMICS ANNUAL,closed,13,0,2,0,0,2,0
TENSIDE SURFACTANTS DETERGENTS,open,12,0,0,1,0,2,0
PHILOSOPHY COMPASS,closed,69,1,3,0,0,35,0
THEORY OF COMPUTING,closed,2,0,0,0,0,0,0
CHINESE JOURNAL OF CHEMICAL ENGINEERING,open,14,0,0,0,0,0,0
CULTURA Y EDUCACION,closed,207,0,4,0,0,27,1
BASIC AND APPLIED SOCIAL PSYCHOLOGY,closed,236,18,16,28,4,109,6
JOURNAL OF ENVIRONMENTAL PATHOLOGY TOXICOLOGY AND ONCOLOGY,closed,184,0,2,2,1,21,0
INTEGRATED COMPUTER-AIDED ENGINEERING,open,28,1,0,1,0,1,0
JOURNAL OF BIBLICAL LITERATURE,closed,274,1,1,2,0,56,0
HYDROGEOLOGY JOURNAL,closed,823,10,18,9,5,186,3
ACM TRANSACTIONS ON DESIGN AUTOMATION OF ELECTRONIC SYSTEMS,closed,398,0,0,0,0,24,1
PLANETARY AND SPACE SCIENCE,closed,1068,50,28,47,2,221,49
MINI-REVIEWS IN MEDICINAL CHEMISTRY,closed,670,3,3,3,4,33,8
POPULATION ECOLOGY,open,52,1,7,1,0,31,1
JOURNAL OF APPLIED PROBABILITY,open,196,1,1,0,0,29,0
ART JOURNAL,closed,139,0,4,0,0,7,4
POLITICAL COMMUNICATION,open,25,7,4,9,2,25,3
NOVUM TESTAMENTUM,open,7,1,0,0,0,0,0
ORTHOPAEDIC NURSING,open,10,0,5,2,0,8,2
TURKISH JOURNAL OF EARTH SCIENCES,open,163,0,0,0,0,0,2
JOURNAL OF THE SOUTHERN AFRICAN INSTITUTE OF MINING AND METALLURGY,open,507,0,0,1,0,16,0
IEEE COMMUNICATIONS SURVEYS AND TUTORIALS,open,251,3,11,5,2,70,14
JOURNAL OF HYDROINFORMATICS,closed,155,0,0,0,3,2,0
GENERAL PHYSIOLOGY AND BIOPHYSICS,closed,67,0,0,1,0,12,0
POLYMER REVIEWS,closed,129,1,5,3,0,11,4
VIROLOGY JOURNAL,open,1756,60,355,64,17,1557,43
BIOFABRICATION,open,86,13,16,13,2,51,5
INTERNATIONAL JOURNAL OF MENTAL HEALTH PROMOTION,closed,87,13,3,2,2,29,0
IEEE TRANSACTIONS ON MEDICAL IMAGING,open,647,9,18,15,0,159,11
JOURNAL OF MATHEMATICAL PHYSICS,closed,1178,11,54,0,0,167,5
ACM SIGCOMM COMPUTER COMMUNICATION REVIEW,open,107,0,1,0,0,11,2
AMERICAN JOURNAL OF PHYSIOLOGY-LUNG CELLULAR AND MOLECULAR PHYSIOLOGY,open,812,17,116,23,5,402,12
ENVIRONMENTAL MODELLING & SOFTWARE,closed,1267,27,49,18,41,308,14
BOSNIAN JOURNAL OF BASIC MEDICAL SCIENCES,closed,1,0,0,0,0,1,0
COGNITIVE LINGUISTICS,open,39,0,0,0,0,8,1
ADVANCES IN THE STUDY OF BEHAVIOR,closed,52,1,6,2,0,52,2
AFRICAN AND ASIAN STUDIES,open,3,0,0,0,0,0,0
ARMS & ARMOUR,open,2,0,0,0,0,0,1
SOLVENT EXTRACTION RESEARCH AND DEVELOPMENT-JAPAN,closed,1,0,0,0,0,0,0
CELL HOST & MICROBE,closed,197,78,67,76,1,195,2
JOURNAL OF THEORETICAL AND APPLIED ELECTRONIC COMMERCE RESEARCH,open,81,0,0,0,0,9,1
INTERNATIONAL JOURNAL OF PARALLEL PROGRAMMING,closed,264,0,1,0,0,13,0
BLOOD PURIFICATION,open,256,3,36,8,4,97,5
JOURNAL OF EAST ASIAN STUDIES,open,68,1,1,2,1,18,3
JOURNAL OF EDUCATION POLICY,closed,231,13,12,18,19,136,1
HEALTH INFORMATICS JOURNAL,open,44,1,2,0,2,31,3
